GeneID	GeneName	GeneDescription
AGAP008416		cyclic AMP-dependent transcription factor ATF-2 [Source:VB Community Annotation]
AGAP008417		cyclin H [Source:VB Community Annotation]
AGAP008418		
AGAP008419		Ras-related protein Rab-14 [Source:VB Community Annotation]
AGAP008420	IAP5	inhibitor of apoptosis 5 [Source:VB Community Annotation]
AGAP008422		
AGAP008423		WW domain-containing oxidoreductase [Source:VB Community Annotation]
AGAP008424		pre-rRNA-processing protein TSR3 [Source:VB Community Annotation]
AGAP008425		peptidyl-tRNA hydrolase ICT1 [Source:VB Community Annotation]
AGAP008426		SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 [Source:VB Community Annotation]
AGAP008427	UTP6	U3 small nucleolar RNA-associated protein 6 homolog [Source:VB Community Annotation]
AGAP008428		N-acetyltransferase 11 [Source:VB Community Annotation]
AGAP008429		
AGAP008430		
AGAP008431		
AGAP008432		
AGAP008433		RNA-binding protein 39 [Source:VB Community Annotation]
AGAP008434		Globin 2 [Source:VB Community Annotation]
AGAP008435		transient receptor potential cation channel subfamily C, invertebrate [Source:VB Community Annotation]
AGAP008436	ABCC11	ATP-binding cassette transporter (ABC transporter) family C member 11 [Source:VB Community Annotation]
AGAP008437	ABCC9	ATP-binding cassette transporter (ABC transporter) family C member 8 [Source:VB Community Annotation]
AGAP008438		
AGAP008439		
AGAP008440		urate oxidase [Source:VB Community Annotation]
AGAP008441		
AGAP008442		
AGAP008443		
AGAP008444	CPLCG1	cuticular protein CPLCG family (CPLCG1) [Source:VB Community Annotation]
AGAP008445	CPLCG2	cuticular protein CPLCG family (CPLCG2) [Source:VB Community Annotation]
AGAP008446	CPLCG3	cuticular protein CPLCG family (CPLCG3) [Source:VB Community Annotation]
AGAP008447	CPLCG4	cuticular protein CPLCG family (CPLCG4) [Source:VB Community Annotation]
AGAP008448		
AGAP008449	CPLCG5	cuticular protein CPLCG family (CPLCG5) [Source:VB Community Annotation]
AGAP008450		
AGAP008451	CPLCG6	cuticular protein CPLCG family (CPLCG6) [Source:VB Community Annotation]
AGAP008452	CPLCG8	cuticular protein CPLCG family (CPLCG8) [Source:VB Community Annotation]
AGAP008453	CPLCG9	cuticular protein CPLCG family (CPLCG9) [Source:VB Community Annotation]
AGAP008454	CPLCG10	cuticular protein CPLCG family (CPLCG10) [Source:VB Community Annotation]
AGAP008456	CPLCG11	cuticular protein CPLCG family (CPLCG11) [Source:VB Community Annotation]
AGAP008457	CPLCG13	cuticular protein CPLCG family (CPLCG13) [Source:VB Community Annotation]
AGAP008458	CPLCG14	cuticular protein CPLCG family (CPLCG14) [Source:VB Community Annotation]
AGAP008459	CPLCG15	cuticular protein CPLCG family (CPLCG15) [Source:VB Community Annotation]
AGAP008460	CPLCG16	cuticular protein CPLCG family (CPLCG16) [Source:VB Community Annotation]
AGAP008461	CPLCG17	cuticular protein CPLCG family (CPLCG17) [Source:VB Community Annotation]
AGAP008462	CPLCG18	cuticular protein CPLCG family (CPLCG18) [Source:VB Community Annotation]
AGAP008463	CPLCG19	cuticular protein CPLCG family (CPLCG19) [Source:VB Community Annotation]
AGAP008465	CPLCG22	cuticular protein CPLCG family (CPLCG22) [Source:VB Community Annotation]
AGAP008467		solute carrier family 6 (neurotransmitter transporter, amino acid) member 5/7/ [Source:VB Community Annotation]
AGAP008468		fatty acid synthase, animal type [Source:VB Community Annotation]
AGAP008469		Cuticular protein CPLCG family (CPLCG21) [Source:UniProtKB/TrEMBL;Acc:A0A1S4GZ24]
AGAP008471		
AGAP008472		methyltransferase-like protein 13 [Source:VB Community Annotation]
AGAP008473		
AGAP008474		calcium and integrin-binding protein 1 [Source:VB Community Annotation]
AGAP008475		oligosaccharyltransferase complex subunit OSTC [Source:VB Community Annotation]
AGAP008478	CPLCW7	cuticular protein CPLCW family (CPLCW7) [Source:VB Community Annotation]
AGAP008479	CPLCG26	cuticular protein CPLCG family (CPLCG26) [Source:VB Community Annotation]
AGAP008480	CPLCG27	cuticular protein CPLCG family (CPLCG27) [Source:VB Community Annotation]
AGAP008481		ribonuclease P/MRP protein subunit RPP1 [Source:VB Community Annotation]
AGAP008482		chromodomain-helicase-DNA-binding protein 7 [Source:VB Community Annotation]
AGAP008483		
AGAP008484		tRNA-dihydrouridine synthase 1 [Source:VB Community Annotation]
AGAP008486		Palmitoyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q7Q4M4]
AGAP008487		Sphingomyelin phosphodiesterase [Source:UniProtKB/TrEMBL;Acc:Q7Q4M5]
AGAP008488		
AGAP008489		Fuzzy [Source:VB Community Annotation]
AGAP008490		solute carrier family 36 (proton-coupled amino acid transporter) [Source:VB Community Annotation]
AGAP008491		oligosaccharyltransferase complex subunit epsilon [Source:VB Community Annotation]
AGAP008492		
AGAP008493		Palmitoyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1S4GYF5]
AGAP008494		signal transducing adaptor molecule [Source:VB Community Annotation]
AGAP008495		bis(5'-nucleosidyl)-tetraphosphatase [Source:VB Community Annotation]
AGAP008496	Med30	mediator of RNA polymerase II transcription subunit 30 [Source:VB Community Annotation]
AGAP008497	APG4B	autophagy related gene [Source:VB Community Annotation]
AGAP008498		PCI domain-containing protein 2 [Source:VB Community Annotation]
AGAP008499		mitochondrial transcription factor A [Source:VB Community Annotation]
AGAP008500		
AGAP008501		glutaryl-CoA dehydrogenase [Source:VB Community Annotation]
AGAP008502		L-xylulose reductase [Source:VB Community Annotation]
AGAP008503		
AGAP008504		
AGAP008506		Fruitless [Source:VB Community Annotation]
AGAP008507		
AGAP008508		
AGAP008509		histone demethylase [Source:VB Community Annotation]
AGAP008510		Envelysin [Source:VB Community Annotation]
AGAP008511	IR21a	ionotropic receptor IR21a [Source:VB Community Annotation]
AGAP008512		
AGAP008513		
AGAP008514		lysosomal acid lipase [Source:VB Community Annotation]
AGAP008515		
AGAP008516		nicotinate phosphoribosyltransferase [Source:VB Community Annotation]
AGAP008521		low density lipoprotein receptor adapter protein 1 [Source:VB Community Annotation]
AGAP008522		transcription initiation factor TFIIH subunit 3 [Source:VB Community Annotation]
AGAP008523		
AGAP008525		
AGAP008526		dynein light chain 1, axonemal [Source:VB Community Annotation]
AGAP008528		pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 [Source:VB Community Annotation]
AGAP008531		
AGAP008532		paxillin [Source:VB Community Annotation]
AGAP008533		cyclin-dependent kinase 5 activator 1 [Source:VB Community Annotation]
AGAP008535		
AGAP008536		
AGAP008537		homocysteine S-methyltransferase [Source:VB Community Annotation]
AGAP008538		
AGAP008539		Translocase of inner mitochondrial membrane 44 [Source:VB Community Annotation]
AGAP008540		phosphatidylinositol glycan, class T [Source:VB Community Annotation]
AGAP008541		cyclin-dependent kinase 9 [Source:VB Community Annotation]
AGAP008542		abhydrolase domain-containing protein 2 [Source:VB Community Annotation]
AGAP008544		AMP dependent ligase [Source:VB Community Annotation]
AGAP008545		AMP dependent ligase [Source:VB Community Annotation]
AGAP008547		
AGAP008548		
AGAP008549		U4/U6.U5 tri-snRNP-associated protein 1 [Source:VB Community Annotation]
AGAP008550		polycomb protein EED [Source:VB Community Annotation]
AGAP008551		mothers against decapentaplegic homolog 1 [Source:VB Community Annotation]
AGAP008552	CYP4H27	cytochrome P450 [Source:VB Community Annotation]
AGAP008553		
AGAP008557		AMP-binding domain protein [Source:VB Community Annotation]
AGAP008558		
AGAP008559		
AGAP008561		
AGAP008562		
AGAP008563		T-box protein H15 [Source:VB Community Annotation]
AGAP008566		
AGAP008567		
AGAP008569		T-box protein 20 [Source:VB Community Annotation]
AGAP008570		Steroid dehydrogenase [Source:VB Community Annotation]
AGAP008571		
AGAP008572		TIM21-like protein, mitochondrial precursor [Source:VB Community Annotation]
AGAP008574		PQ-loop repeat-containing protein 1 [Source:VB Community Annotation]
AGAP008575		ubiquitin-conjugating enzyme E2 Q [Source:VB Community Annotation]
AGAP008576		
AGAP008577		RNA-binding protein 5/10 [Source:VB Community Annotation]
AGAP008578		ATP-dependent RNA helicase DDX4 [Source:VB Community Annotation]
AGAP008579		
AGAP008580		
AGAP008582		Alpha-mannosidase [Source:UniProtKB/TrEMBL;Acc:A0A1S4GYP5]
AGAP008584		lysosomal alpha-mannosidase [Source:VB Community Annotation]
AGAP008585		protein kinase, cGMP-dependent [Source:VB Community Annotation]
AGAP008588	alpha5	nicotinic acetylcholine receptor subunit alpha 5 [Source:VB Community Annotation]
AGAP008593		
AGAP008596		long-chain-fatty-acid--CoA ligase ACSBG [Source:VB Community Annotation]
AGAP008597		
AGAP008598		COP9 signalosome complex subunit [Source:VB Community Annotation]
AGAP008599		
AGAP008600		
AGAP008601		ATP-dependent RNA helicase DDX18/HAS1 [Source:VB Community Annotation]
AGAP008602		butyryl-CoA dehydrogenase [Source:VB Community Annotation]
AGAP008604		glycyl-tRNA synthetase [Source:VB Community Annotation]
AGAP008606		forkhead box protein L [Source:VB Community Annotation]
AGAP008611		
AGAP008612		Transcription initiation factor TFIID subunit 10 [Source:UniProtKB/TrEMBL;Acc:Q7Q8I7]
AGAP008613		polypeptide N-acetylgalactosaminyltransferase [Source:VB Community Annotation]
AGAP008614		
AGAP008615		Canopy homolog 2 [Source:VB Community Annotation]
AGAP008616		
AGAP008617		26S proteasome regulatory subunit N11 [Source:VB Community Annotation]
AGAP008619		nuclear pore complex protein Nup53 [Source:VB Community Annotation]
AGAP008620		phospholipase A-2-activating protein [Source:VB Community Annotation]
AGAP008621		
AGAP008622		Tubulin beta chain [Source:UniProtKB/TrEMBL;Acc:A0A1S4GYS5]
AGAP008623		
AGAP008624		
AGAP008625	GPRSMO	putative smoothened receptor [Source:VB Community Annotation]
AGAP008626		Androgen-induced 1 [Source:VB Community Annotation]
AGAP008627		
AGAP008628		
AGAP008629		
AGAP008630		
AGAP008631		ethanolaminephosphotransferase [Source:VB Community Annotation]
AGAP008632		alpha-aminoadipic semialdehyde synthase [Source:VB Community Annotation]
AGAP008633		
AGAP008634		zinc finger CCCH domain-containing protein 15 [Source:VB Community Annotation]
AGAP008635		protein SDA1 [Source:VB Community Annotation]
AGAP008636		Pigeon protein [Source:VB Community Annotation]
AGAP008637	APG7A	autophagy related gene [Source:VB Community Annotation]
AGAP008638		
AGAP008639		
AGAP008640		
AGAP008641		
AGAP008642		
AGAP008643		
AGAP008644	GPRMGL2	putative metabotropic glutamate receptor 2 [Source:VB Community Annotation]
AGAP008645	GAM1	gambicin anti-microbial peptide [Source:VB Community Annotation]
AGAP008646		cGMP-specific 3',5'-cyclic phosphodiesterase [Source:VB Community Annotation]
AGAP008647		tetraspanin 29fb [Source:VB Community Annotation]
AGAP008648		
AGAP008649		Enterokinase light chain [Source:VB Community Annotation]
AGAP008650		
AGAP008651		cryptochrome [Source:VB Community Annotation]
AGAP008652		phosphotyrosyl phosphatase activator protein [Source:VB Community Annotation]
AGAP008653		NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 12 [Source:VB Community Annotation]
AGAP008654	TEP12	thioester-containing protein 12 [Source:VB Community Annotation]
AGAP008655		
AGAP008656	sema1a	semaphorin 6 [Source:VB Community Annotation]
AGAP008657		
AGAP008658		
AGAP008659		
AGAP008660		peptidylprolyl isomerase domain and WD repeat-containing protein 1 [Source:VB Community Annotation]
AGAP008661		
AGAP008662		
AGAP008664		UDP-glucose 4-epimerase [Source:VB Community Annotation]
AGAP008665		
AGAP008666		uncharacterized protein CG11426 [Source:VB Community Annotation]
AGAP008667		Hydroxysteroid (17-beta) dehydrogenase 4 [Source:VB Community Annotation]
AGAP008668		
AGAP008669	JTBR	jumping translocation breakpoint protein [Source:VB Community Annotation]
AGAP008670		
AGAP008671		
AGAP008672		Structural maintenance of chromosomes protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4GYX0]
AGAP008673		cell cycle checkpoint protein [Source:VB Community Annotation]
AGAP008674		transcription factor TFIIIB component B'' [Source:VB Community Annotation]
AGAP008678		wingless-type MMTV integration site family, member 5B [Source:VB Community Annotation]
AGAP008679		
AGAP008680		ubiquitin-conjugating enzyme E2 R [Source:VB Community Annotation]
AGAP008682	CYP307B1	cytochrome P450 [Source:VB Community Annotation]
AGAP008683		adenylate cyclase 10 [Source:VB Community Annotation]
AGAP008684		juvenile hormone epoxide hydrolase [Source:VB Community Annotation]
AGAP008685		Epoxy hydrolase [Source:VB Community Annotation]
AGAP008686		Epoxide hydrolase domain protein [Source:VB Community Annotation]
AGAP008687		actin-like protein 6B [Source:VB Community Annotation]
AGAP008688		
AGAP008689		dynein intermediate chain 1, axonemal [Source:VB Community Annotation]
AGAP008690		
AGAP008691		atrial natriuretic peptide receptor A [Source:VB Community Annotation]
AGAP008692		
AGAP008693		Leptin receptor overlapping transcript-like 1 [Source:VB Community Annotation]
AGAP008694		
AGAP008696		
AGAP008697		U3 small nucleolar ribonucleoprotein protein LCP5 [Source:VB Community Annotation]
AGAP008698		chromodomain-helicase-DNA-binding protein 1 [Source:VB Community Annotation]
AGAP008699		
AGAP008700		inositol-pentakisphosphate 2-kinase [Source:VB Community Annotation]
AGAP008702	GPRNPR2	putative neuropeptide receptor 2 [Source:VB Community Annotation]
AGAP008704		juvenile hormone-inducible protein [Source:VB Community Annotation]
AGAP008705		
AGAP008706		protein zwilch [Source:VB Community Annotation]
AGAP008707		Maf-like protein yceF 1 [Source:VB Community Annotation]
AGAP008708		protein-tyrosine phosphatase [Source:VB Community Annotation]
AGAP008709		
AGAP008710		
AGAP008711		solute carrier organic anion transporter family, member 3A [Source:VB Community Annotation]
AGAP008712		solute carrier organic anion transporter family, member 4A [Source:VB Community Annotation]
AGAP008713		
AGAP008714		
AGAP008715		
AGAP008716		
AGAP008717		hydroxymethylglutaryl-CoA lyase [Source:VB Community Annotation]
AGAP008718		solute carrier family 9 (sodium/hydrogen exchanger), member 6/7 [Source:VB Community Annotation]
AGAP008719		S-phase kinase-associated protein 1 [Source:VB Community Annotation]
AGAP008720		
AGAP008721		facilitated trehalose transporter Tret1-2 homolog [Source:VB Community Annotation]
AGAP008722		
AGAP008723		minichromosome maintenance protein 10 [Source:VB Community Annotation]
AGAP008724		mitochondrial cytochrome c oxidase subunit 5B isoform 1 [Source:VB Community Annotation]
AGAP008725	Ift52	intraflagellar transport 52 [Source:VB Community Annotation]
AGAP008726		eyes absent homolog 1 [Source:VB Community Annotation]
AGAP008727		cytochrome c oxidase subunit 4, mitochondrial precursor [Source:VB Community Annotation]
AGAP008728		transcriptional repressor NF-X1 [Source:VB Community Annotation]
AGAP008729		alkaline ceramidase [Source:VB Community Annotation]
AGAP008730		6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [Source:VB Community Annotation]
AGAP008731		Laccase-like multicopper oxidase 2 [Source:VB Community Annotation]
AGAP008732		
AGAP008734		
AGAP008735		testis-specific serine kinase [Source:VB Community Annotation]
AGAP008736		
AGAP008737		cytohesin-1 [Source:VB Community Annotation]
AGAP008738		
AGAP008739		BTB (POZ) domain containing 9 [Source:VB Community Annotation]
AGAP008740		
AGAP008742		Discoidin domain receptor family, member 1 [Source:VB Community Annotation]
AGAP008745		
AGAP008746		Protein bem46 [Source:VB Community Annotation]
AGAP008747		
AGAP008748		DNA repair and recombination protein RAD54 and RAD54-like protein [Source:VB Community Annotation]
AGAP008749		ER degradation enhancer, mannosidase alpha-like 3 [Source:VB Community Annotation]
AGAP008750		tripartite motif-containing protein 9/67 [Source:VB Community Annotation]
AGAP008751		Tripartite motif-containing protein 9 [Source:VB Community Annotation]
AGAP008752		
AGAP008753		Barrier-to-autointegration factor B [Source:VB Community Annotation]
AGAP008756		syntaxin 5 [Source:VB Community Annotation]
AGAP008757		
AGAP008758		
AGAP008759	IR41b	ionotropic receptor IR41b [Source:VB Community Annotation]
AGAP008760		
AGAP008761		translocon-associated protein subunit gamma [Source:VB Community Annotation]
AGAP008762		
AGAP008763		
AGAP008764		
AGAP008765		serine kinase [Source:VB Community Annotation]
AGAP008766	AQP5	aquaporin [Source:VB Community Annotation]
AGAP008767	AQP6	aquaporin [Source:VB Community Annotation]
AGAP008768		Leucine carboxyl methyltransferase 1 protein [Source:VB Community Annotation]
AGAP008769		very long chain acyl-CoA dehydrogenase [Source:VB Community Annotation]
AGAP008770		
