GeneID	Tiefora_v_Ngousso_log2FoldChange	Ban_v_BanS_log2FoldChange	BanRe_v_BanS_log2FoldChange	Bak_v_Kisumu_log2FoldChange	VK7_v_Kisumu_log2FoldChange	Cameroon_v_Ngousso_log2FoldChange	Chad_v_Ngousso_log2FoldChange	Niger_v_Ngousso_log2FoldChange	Nigeria_v_Ngousso_log2FoldChange	Agboville_v_Mali_log2FoldChange	Agboville_v_Ngousso_log2FoldChange	Dabou_v_Mali_log2FoldChange	Dabou_v_Ngousso_log2FoldChange	Tiassale_v_Mali_log2FoldChange	Tiassale_v_Ngousso_log2FoldChange	Bouake_gamb_unexp_v_Kisumu_log2FoldChange	Bouake_colu_unexp_v_Ngousso_log2FoldChange	BusiaSurvivors_v_Kisumu_log2FoldChange	Asendabo_v_Moz_log2FoldChange	Chewaka_v_Moz_log2FoldChange	Tolay_v_Moz_log2FoldChange	Ethiopia_v_Dongola_log2FoldChange	Gou_v_Moz_log2FoldChange	Cam_fun_v_Fang_log2FoldChange	Fumoz_v_Fang_log2FoldChange	Ghana_fun_v_Fang_log2FoldChange	Malawi_fun_v_Fang_log2FoldChange	Uganda_fun_v_Fang_log2FoldChange	GeneName	GeneDescription
AGAP003296	0.114	0.967	0	0.743	0.978	0.338	0.099	0	0.002	0.615	0	0.068	0	0.448	0	0.423	0.955	0.498	0.103	0.023	0.087	0	0.006	0	0.084	0	0.053	0	""	LETM1 and EF-hand domain-containing protein 1, mitochondrial precursor [Source:VB Community Annotation]
AGAP005949	0.115	0.431	0	0.386	0.101	0.097	0.316	0.238	0.646	0.036	0	0.342	0	0.656	0	0.19	0.074	0.001	0.009	0.01	0.03	0	0	0	0.002	0	0.003	0	""	2-acylglycerol O-acyltransferase 2 [Source:VB Community Annotation]
AGAP010359	0.115	0.162	0.438	0	0.009	0.93	0.793	0.973	0.863	0.504	0.006	0.296	0.001	0.062	0	0.001	0.017	0.012	0.111	0.58	0.343	0.821	0.146	0.557	0.686	0.298	0.313	0.154	""	Pairberry [Source:VB Community Annotation]
AGAP007860	0.115	0.714	0.566	0.148	0.545	0.003	0	0	0	0.003	0.547	0.014	0.706	0.179	0.841	0.681	0.041	0.001	0.001	0.031	0.022	0.01	0	0.007	0.794	0.146	0.089	0.719	""	""
AGAP005622	0.115	0	0.161	0.392	0.017	0.494	0.003	0.084	0.246	0.013	0.619	0.019	0.649	0.003	0.274	0.145	0.877	0	0.252	0.287	0	0.993	0	0	0.007	0.027	0.161	0.063	""	F-box protein 33 [Source:VB Community Annotation]
AGAP000223	0.116	0.61	0.011	0	0.003	0.527	0.086	0.511	0.427	0.258	0.124	0.077	0.016	0.039	0.01	0.617	0.933	0.031	0.005	0.01	0.002	0.687	0.199	0.381	0.096	0.777	0.536	0.559	""	""
AGAP012399	0.116	0.042	0.655	0.831	0.009	0.609	0	0.018	0	0	0.101	0.059	0.541	0.005	0.179	0.039	0.003	0.226	0.82	0.109	0.234	0.306	0.001	0.001	0.04	0.895	0.036	0.759	""	maltase [Source:VB Community Annotation]
AGAP000343	0.116	0.986	0.206	0.064	0.976	0.155	0	0.773	0.734	0.565	0.317	0.682	0.209	0.277	0.717	0.187	0.425	0.964	0.312	0.654	0.27	0.612	0.907	0.583	0.754	0.322	0.584	0.312	""	""
AGAP005352	0.116	0.133	0.09	0.009	0.926	0.518	0.088	0.706	0.895	0.077	0.061	0.033	0.016	0.006	0.007	0.67	0.244	0.055	0.009	0.175	0.17	0.946	0	0.327	0.954	0.307	0.863	0.805	""	tyrosine-protein phosphatase non-receptor type 1 [Source:VB Community Annotation]
AGAP010210	0.116	0.38	0.001	0.829	0.13	0.434	0.805	0.592	0.12	0.018	0	0.203	0.002	0.016	0	0.094	0.783	0.083	0.002	0.089	0	0.473	0.107	0.237	0.153	0.823	0.22	0.829	""	Translocase of inner mitochondrial membrane 23 homolog [Source:VB Community Annotation]
AGAP000520	0.116	0.118	0	0.348	0.001	0.379	0.03	0.734	0.296	0.752	0.082	0.246	0.013	0.638	0.08	0	0.255	0.007	0.244	0.156	0.836	0.639	0.072	0	0.137	0	0	0	""	""
AGAP000099	0.116	0.033	0.844	0.592	0.909	0.939	0.137	0.575	0.772	0.021	0.284	0.134	0.343	0	0.033	0.516	0.55	0	0.268	0.006	0.103	0.462	0	0.917	0.989	0.956	0.808	0.57	STAT2	JAKSTAT pathway signalling transcription factor [Source:VB Community Annotation]
AGAP009572	0.116	0.128	0.994	0.845	0.852	0.85	0.027	0.985	0.896	0.707	0.023	0.712	0.008	0.89	0.006	0.541	0.922	0.444	0.556	0.772	0.442	0.223	0.156	0.986	0.986	0.398	0.841	0.631	RpS15a-2	40S ribosomal protein S15a [Source:VB Community Annotation]
AGAP013356	0.116	0.388	0.073	0.256	0.91	0.208	0.63	0.954	0.506	0.952	0.47	0.435	0.839	0.255	0.958	0	0.353	0.001	0	0.011	0.002	0.365	0.207	0	0.101	0.099	0.005	0	""	otopetrin [Source:VB Community Annotation]
AGAP011900	0.116	0.138	0.448	0.082	0.321	0.342	0.454	0.069	0.425	0.843	0.026	0.561	0	0.919	0.004	0.012	0.003	0.047	0.568	0.234	0.215	0.996	0.593	0.748	0.698	0.481	0.724	0.712	""	alkylated DNA repair protein alkB homolog 8 [Source:VB Community Annotation]
AGAP007064	0.116	0.001	0.72	0	0	0.777	0.364	0.965	0.141	0.043	0.345	0.119	0.473	0.592	0.049	0.711	0.001	0.574	0.127	0.517	0.258	0.143	0.032	0	0.029	0	0	0	""	""
AGAP002434	0.116	0.486	0	0.358	0	0.508	0.857	0.707	0.392	0.992	0	0.763	0	0.434	0.04	0	0	0	0.708	0.08	0.605	0.952	0.927	0	0.071	0	0.1	0.046	""	centrosomin [Source:VB Community Annotation]
AGAP004665	0.117	0.903	0.404	0.054	0.528	0.047	0.531	0.017	0.202	0.087	0.949	0.336	0.578	0.534	0.259	0	0.479	0	0.446	0.612	0.086	0.347	0.53	0	0.236	0	0.08	0	CYP306A1	cytochrome P450 [Source:VB Community Annotation]
AGAP010679	0.117	0.599	0.002	0.516	0.343	0.842	0.739	0.871	0.107	0.015	0.012	0.369	0.2	0.048	0.022	0.57	0.695	0.004	0.087	0.473	0.205	0.279	0.034	0.797	0.847	0.554	0.959	0.597	TIM10	mitochrondrial inner membrane translocase subunit TIM10 [Source:VB Community Annotation]
AGAP007864	0.117	0.41	0.877	0.851	0.126	0.8	0.544	0.783	0.82	0.015	0.489	0.053	0.583	0.26	0.8	0.166	0.016	0.012	0	0	0	0.377	0.161	0.054	0.364	0.274	0.817	0.923	""	F-actin capping protein subunit beta [Source:VB Community Annotation]
AGAP003671	0.117	0.203	0.009	0.011	0.056	0.929	0.638	0.562	0.4	0.897	0.557	0.095	0.029	0.375	0.135	0.012	0.232	0.008	0.269	0.043	0.21	0.928	0.35	0.475	0.527	0.765	0.834	0.852	Bap	protein bagpipe [Source:VB Community Annotation]
AGAP005778	0.117	0.318	0.527	0.261	0.05	0.665	0.094	0.488	0.025	0	0.117	0	0.02	0	0.098	0.528	0	0	0.765	0.631	0.301	0.76	0.161	0.012	0.148	0.067	0.147	0.085	""	iduronate 2-sulfatase [Source:VB Community Annotation]
AGAP011319	0.118	0.272	0.045	0.522	0.189	0.047	0.656	0.016	0	0.654	0.191	0.129	0.008	0.332	0.07	0.001	0	0.057	0	0	0	0.006	0.002	0	0	0	0.003	0.006	""	Pacifastin-related peptide [Source:VB Community Annotation]
AGAP028730	0.118	0	0.023	0.001	0.006	0.782	0.674	0.165	0.348	0.586	0.791	0.37	0.77	0.293	0.669	0.144	0.626	0	0.581	0.065	0.167	0.028	0.086	0	0.136	0	0	0	""	""
AGAP011539	0.118	0.402	0.045	0	0.617	0.058	0.018	0.182	0.505	0.897	0.413	0.518	0.503	0.518	0.662	0.799	0.797	0.654	0.685	0.675	0.069		0.904	0.045	0.312	0.879	0.891	0.691	""	dynein intermediate chain 2, axonemal [Source:VB Community Annotation]
AGAP010457	0.119	0.4	0	0.054	0.047	0.937	0.628	0.445	0.624	0.957	0.937	0.599	0.629	0.164	0.204	0.582	0.365	0.005	0	0.001	0	0.913	0.929	0.001	0.256	0.05	0.003	0.005	""	thymidylate synthase [Source:VB Community Annotation]
AGAP009657	0.119	0.32	0.134	0.515	0.909	0.161	0.504	0.295	0.421	0.481	0.653	0.112	0.191	0.146	0.223	0.255	0.899	0	0.096	0.141	0.271	0.783	0.898	0.002	0.122	0.365	0.151	0.13	""	loss of heterozygosity 12 chromosomal region 1 protein-like protein [Source:VB Community Annotation]
AGAP009908	0.119	0.051	0.171	0.059	0.921	0.198	0.039	0.342	0.753	0.442	0.699	0.423	0.612	0.361	0.812	0	0.815	0	0.177	0.016	0.877	0.808	0.004	0.445	0.905	0.159	0.227	0.238	mRpL13	39S ribosomal protein L13, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A1S4H2D3]
AGAP005162	0.119	0.101	0.826	0.467	0.702	0.406	0.144	0.44	0.324	0	0.19	0	0.314	0	0.094	0.058	0.01	0.005	0	0.055	0	0.574	0.096	0.082	0.345	0.084	0.037	0.269	""	dystroglycan 1 [Source:VB Community Annotation]
AGAP005044	0.119	0.953	0.044	0.103	0.333	0.953	0.701	0.922	0.902	0.39	0.146	0.525	0.137	0.88	0.098	0.001	0.025	0	0.542	0.887	0.67	0.999	0.1	0.001	0.212	0.001	0.023	0.008	""	""
AGAP010451	0.12	0.285	0.036	0.011	0	0.521	0.841	0	0	0.02	0.848	0.006	0.746	0.283	0.268	0	0.003	0	0.014	0.434	0.323	0.119	0.389	0.811	0.767	0.869	0.943	0.843	""	Lon-like ATP-dependent protease [Source:VB Community Annotation]
AGAP002097	0.12	0.675	0.561	0.044	0	0.969	0.278	0.75	0.429	0.736	0.333	0.722	0.225	0.317	0.858	0.249	0.025	0.215	0.451	0.979	0.887	0.331	0.332	0.812	0.518	0.538	0.826	0.658	""	beta-1,3-galactosyltransferase brn [Source:VB Community Annotation]
AGAP008885	0.12	0.006	0.491	0	0.351	0.294	0.295	0.705	0.918	0.891	0.197	0.508	0.032	0.604	0.041	0.451	0.487	0.005	0.567	0	0.481	0.17	0.828	0.768	0.897	0.857	0.939	0.966	""	parafibromin [Source:VB Community Annotation]
AGAP004068	0.12	0.819	0	0	0.014	0.888	0.532	0.495	0.727	0.61	0.006	0.225	0	0.124	0	0	0.781	0.257	0.045	0.243	0.313	0.017	0.005	0.013	0.186	0	0	0	""	""
AGAP006998	0.12	0.007	0	0	0.004	0.285	0.612	0.8	0.925	0.071	0.003	0.061	0.001	0.417	0	0.315	0	0.019	0.045	0.82	0.496	0.103	0.001	0.062	0.087	0.058	0.061	0.13	""	cohesin complex subunit SA-1/2 [Source:VB Community Annotation]
AGAP011405	0.12	0.434	0.004	0.999	0.379	0.314	0.176	0.057	0.223	0.563	0.582	0.218	0.971	0.988	0.236	0.033	0.39	0.028	0.162	0.905	0.861	0.092	0.85	0	0.059	0	0.007	0.001	""	""
AGAP010200	0.12	0.15	0.546	0.002	0.25	0.84	0.245	0.44	1	0.14	0	0.418	0	0.395	0	0.169	0.479	0	0.235	0.246	0.741	0.593	0.329	0.096	0.454	0.303	0.644	0.219	""	""
AGAP009926	0.12	0.069	0	0.865	0.7	0.976	0.423	0.511	0.072	0.909	0.043	0.295	0.089	0.438	0.001	0.606	0.728	0.167	0.867	0.755	0.402	0.031	0.192	0.621	0.691	0.843	0.376	0.925	""	nucleoside diphosphate-linked moiety X motif 19, mitochondrial [Source:VB Community Annotation]
AGAP008545	0.121	0.143	0.16	0	0	0.327	0	0.006	0	0	0.004	0	0.008	0.008	0.308	0.047	0	0.506	0.001	0.001	0.001	0	0.002	0.814	0.824	0.349	0.396	0.612	""	AMP dependent ligase [Source:VB Community Annotation]
AGAP000098	0.121	0.544	0.028	0.004	0.551	0.294	0.179	0.34	0.46	0.667	0.285	0.184	0.498	0.067	0.943	0.836	0.73	0.065	0.685	0.652	0.119	0.518	0.408	0.101	0.266	0.127	0.512	0.071	APG1	autophagy related gene [Source:VB Community Annotation]
AGAP007422	0.121	0.258	0.997	0.721	0.678	0.848	0.714	0.629	0.872	0	0.025	0.009	0.153	0	0.036	0.173	0.176	0.786	0.344	0.126	0.465	0.091	0.002	0.189	0.48	0.953	0.887	0.706	""	""
AGAP002992	0.121	0.384	0.009	0.546	0.001	0.981	0.406	0.133	0.95	0.012	0.212	0.064	0.436	0.409	1	0.84	0.676	0.113	0.031	0.779	0.942	0.567	0.495	0.468	0.164	0.483	0.71	0.567	""	Carbonic anhydrase [Source:UniProtKB/TrEMBL;Acc:Q5TU56]
AGAP012309	0.121	0.57	0.007	0.873	0.005	0.804	0.854	0.07	0.373	0.322	0.073	0.812	0.432	0.997	0.445	0.067	0.89	0.339	0	0.468	0	0.607	0	0.068	0.49	0.727	0.73	0.825	""	translation initiation factor IF-3 [Source:VB Community Annotation]
AGAP001492	0.121	0	0.106	0	0.654	0.786	0.741	0.71	0.195	0.832	0	0.451	0.004	0.816	0.001	0.514	0.089	0	0.5	0.275	0.433	0.105	0.826	0	0.031	0	0.04	0.006	""	""
AGAP007646	0.121	0.156	0	0.11	0.481	0.656	0.234	0.403	0.96	0.081	0.033	0.272	0.19	0.49	0.521	0.649	0.057	0.58	0	0.011	0	0.356	0.004	0.549	0.374	0.302	0.31	0.383	""	""
AGAP010932	0.121	0	0.005	0.07	0.057	0.648	0.755	0.548	0.598	0.405	0.834	0.295	0.863	0.121	0.627	0.941	0.779	0.001	0.044	0.641	0.021	0	0	0.529	0.898	0.376	0.5	0.979	""	""
AGAP003192	0.121	0.258	0	0.876	0.006	0.998	0.58	0.534	0.639	0.171	0.519	0.305	0.286	0.946	0.013	0.614	0.104	0.794	0.001	0.006	0.031	0.035	0.057	0.412	0.713	0.016	0.41	0.002	""	alpha-soluble NSF attachment protein [Source:VB Community Annotation]
AGAP004959	0.121	0.038	0.506	0.757	0.594	0.895	0.813	0.442	0.028	0.991	0.005	0.658	0.001	0.503	0.001	0.002	0	0.153	0.559	0.811	0.694	0.566	0.009	0	0	0.186	0.006	0.109	IMD	IMD pathway signalling Immune Deficiency (Imd) [Source:VB Community Annotation]
AGAP004580	0.121	0.445	0.006	0.286	0.808	0.389	0.296	0.337	0.474	0.404	0.842	0.512	0.762	0.268	0.984	0.094	0.144	0.154	0.312	0.902	0.988	0.727	0.39	0.883	0.475	0.596	0.716	0.864	""	""
AGAP004362	0.122	0.495	0	0.978	0.949	0	0.54	0	0	0.009	0.068	0.007	0.034	0.001	0.043	0	0.003	0.153	0.002	0.08	0	0.072	0	0.003	0.062	0.232	0.773	0.263	""	glutamate dehydrogenase (NAD(P)+) [Source:VB Community Annotation]
AGAP008549	0.122	0.619	0.487	0.305	0.912	0.611	0.745	0.581	0.557	0.884	0.009	0.773	0.001	0.395	0.112	0.252	0.52	0.9	0.062	0.138	0.601	0.542	0.003	0.422	0.657	0.358	0.715	0.712	""	U4/U6.U5 tri-snRNP-associated protein 1 [Source:VB Community Annotation]
AGAP009137	0.122	0.284	0.648	0.033	0.596	0.533	0.594	0.729	0.742	0.41	0.482	0.173	0.754	0.056	0.987	0	0.919	0.035	0	0.024	0.241	0.78	0.821	0.001	0.008	0.803	0.7	0.113	""	Ecdysteroid UDP-glucosyltransferase [Source:VB Community Annotation]
AGAP001300	0.122	0.509	0.43	0.001	0.026	0.598	0.294	0.814	0.885	0.955	0.351	0.444	0.907	0.445	0.832	0.563	0.14	0	0.272	0.117	0.266	0.907	0.019	0.603	0.695	0.813	0.996	0.789	""	""
AGAP001964	0.123	0.212	0.43	0.828	0.773	0.73	0.029	0	0.05	0.21	0.607	0.145	0.655	0.767	0.772	0.067	0.779	0.05	0.708	0.797	0.864	0.351	0.485	0.018	0.003	0	0.005	0.274	CLIPA26	CLIP-domain serine protease [Source:VB Community Annotation]
AGAP004495	0.123	0.007	0.015	0.577	0.94	0.734	0.342	0.137	0.381	0.042	0.859	0.298	0.255	0.008	0.709	0.393	0.056	0.047	0.598	0.819	0.584	0.544	0.032	0.989	0.5	0.507	0.603	0.427	""	""
AGAP002802	0.123	0.84	0	0.002	0.883	0.917	0.534	0.997	0.844	0.077	0.608	0.334	0.879	0.095	0.499	0.12	0.624	0.447	0.001	0.271	0.008	0.944	0.469	0.645	0.383	0.672	0.775	0.919	""	neural cell adhesion molecule [Source:VB Community Annotation]
AGAP012340	0.123	0.032	0.087	0.547	0.953	0.799	0.973	0.044	0.145	0.409	0.045	0.524	0.057	0.225	0.021	0.167	0.099	0.849	0.245	0.617	0.663	0	0.428	0.29	0.993	0.583	0.827	0.955	""	""
AGAP000625	0.123	0	0.152	0	0.225	0.692	0.59	0.003	0.096	0.327	0	0.467	0.043	0.695	0.023	0.715	0.009	0.248	0.702	0.853	0.036	0.03	0.088	0.783	0.367	0.004	0.549	0.487	""	vacuolar protein-sorting-associated protein 4 [Source:VB Community Annotation]
AGAP004229	0.123	0.938	0.053	0	0.988	0.688	0.243	0.127	0.145	0.021	0.439	0.144	0.931	0.007	0.219	0.937	0.266	0	0.796	0.506	0.726	0.065	0.764	0.88	0.77	0.21	0.65	0.351	""	""
AGAP003676	0.123	0.86	0	0	0.719	0.847	0.562	0.667	0.907	0.757	0	0.007	0	0.001	0	0.003	0.061	0	0.144	0.861	0.076	0.151	0.107	0	0.188	0.183	0.275	0.348	""	DNA repair protein RAD50 [Source:VB Community Annotation]
AGAP008293	0.123	0.004	0		0.851	0	0.421	0	0	0	0	0	0	0	0	0.092	0.793	0.485	0	0	0	0.749	0	0.028	0.048	0.029	0.394	0.431	TRYP7	trypsin 7 [Source:VB Community Annotation]
AGAP009166	0.123	0.898	0.119	0.23	0.001	0.089	0.911	0.877	0.984	0.695	0.008	0.47	0	0.82	0.013	0.002	0.332	0	0.004	0.988	0.607	0.868	0.178	0.177	0.4	0.043	0.016	0.025	IKK1	IMD pathway signalling IKK-beta). (ird5orthologue immune response deficient 5) [Source:VB Community Annotation]
AGAP003706	0.124	0.841	0.953	0.849	0.641	0.848	0.047	0.854	0.199	0.65	0.052	0.554	0.134	0.919	0.018	0.431	0.365	0.496	0.043	0.002	0.748	0.74	0.652	0	0.237	0.146	0.004	0.171	""	BolA protein [Source:VB Community Annotation]
AGAP006051	0.124	0	0.287	0	0.299	0.063	0.151	0.017	0.169	0	0.296	0.017	0.024	0.155	0.292	0.38	0.062	0.065	0.038	0.881	0.057	0.995	0	0.008	0.058	0	0.001	0	""	pentatricopeptide repeat domain 1 [Source:VB Community Annotation]
AGAP000588	0.124	0.588	0.936	0.793	0.01	0.436	0.002	0.843	0.936	0.176	0.018	0.266	0.027	0.025	0.002	0.588	0.346	0.012	0.608	0.968	0.313	0.894	0.916	0.04	0.156	0.148	0.087	0.161	""	""
AGAP013161	0.124	0.685	0	0.72	0.18	0.549	0.017	0	0	0.354	0.815	0.262	0.826	0.912	0.147	0.962	0	0.07	0.005	0.919	0.995	0.011	0.285	0	0.225	0	0.001	0.006	""	fatty-acid amide hydrolase 2 [Source:VB Community Annotation]
AGAP004112	0.124	0	0.929	0.006	0.129	0.438	0.872	0.137	0.019	0.657	0.513	0.132	0.08	0.029	0.02	0.333	0.891	0.002	0.005	0.001	0.024	0.434	0.004	0.75	0.018	0.559	0.662	0.642	""	""
AGAP007005	0.124	0.009	0.003	0.038	0.264	0.646	0.25	0.347	0.169	0.622	0.305	0.636	0.124	0.604	0.193	0.045	0.2	0.176	0.664	0.269	0.644	0	0.723	0.885	0.407	0.733	0.759	0.826	""	""
AGAP000843	0.125	0.152	0.02	0.402	0.662	0.875	0.724	0.191	0.035	0.397	0	0.277	0	0.357	0	0.747	0.812	0	0.178	0.644	0.176	0.054	0.024	0.205	0.989	0.21	0.041	0.275	""	cardiolipin synthase [Source:VB Community Annotation]
AGAP003092	0.125	0.028	0.493	0.402	0.283	0.798	0.805	0.638	0.837	0.838	0.001	0.848	0.001	0.428	0.006	0.186	0	0.929	0.003	0.992	0.086	0	0.831	0.909	0.993	0.617	0.757	0.378	""	Ras-related C3 botulinum toxin substrate 1 precursor [Source:VB Community Annotation]
AGAP006355	0.125	0.218	0.006	0.009	0.907	0.6	0.109	0.216	0.253	0.044	0.546	0.038	0.192	0.17	0.431	0.272	0.051	0.297	0.887	0.701	0.599	0.019	0.143	0.007	0.127	0.359	0.089	0.38	""	transcription initiation factor TFIIE subunit alpha [Source:VB Community Annotation]
AGAP005631	0.125	0.458	0.016	0.398	0.718	0.881	0.639	0.414	0.603	0.51	0.438	0.276	0.581	0.892	0.259	0.285	0.198	0.807	0.659	0.702	0.587	0.415	0.102		0.031				""	pleiotropic regulator 1 [Source:VB Community Annotation]
AGAP007239	0.125	0.514	0.24	0.062	0.957	0.36	0.174	0.096	0.073	0.957	0.013	0.691	0.002	0.727	0.005	0.484	0.044	0.309	0.726	0.493	0.387	0.363	0.024	0	0.029	0	0	0	""	""
AGAP009955	0.125	0.894	0.1	0.688	0.65	0.676	0.395	0.249	0.059	0.745	0.602	0.116	0.064	0.186	0.107	0.002	0.197	0	0.635	0.718	0.391	0.4	0.246	0.396	0.282	0.855	0.694	0.367	""	""
AGAP010118	0.125	0.631	0.448	0	0	0.1	0.862	0.827	0.979	0.186	0.035	0.203	0.043	0.966	0.52	0	0	0.006	0.988	0.143	0.783	0.001	0.013	0	0.002	0.293	0.258	0.917	""	""
AGAP000668	0.126	0.006	0.853	0.913	0.003	0.444	0	0.976	0.953	0.045	0.422	0.035	0.359	0.001	0.114	0.467	0.775	0	0.104	0.146	0.009	0.411	0	0.319	0.344	0.832	0.919	0.754	""	bromodomain adjacent to zinc finger domain protein 1A [Source:VB Community Annotation]
AGAP003532	0.126	0.559	0	0.305	0.94	0.792	0.08	0.477	0.376	0.563	0.768	0.482	0.79	0.808	0.901	0.85	0.895	0.003	0	0	0	0.006	0.006	0.028	0.595	0.454	0.875	0.998	RpS3a	40S ribosomal protein S3a [Source:UniProtKB/Swiss-Prot;Acc:P52813]
AGAP002143	0.126	0.514	0.03	0.001	0.035	0.977	0.127	0.36	0.848	0.096	0.002	0.017	0	0.19	0.004	0.003	0.474	0.034	0.22	0.019	0.011	0.039	0.058	0.33	0.844	0.905	0.366	0.75	""	""
AGAP011447	0.126	0.143	0.296	0.159	0.177	0.429	0.001	0.209	0.064	0.017	0.415	0.02	0.326	0.003	0.224	0.069	0.507	0.426	0.582	0.786	0.988	0.004	0.455	0	0.463	0.808	0.428	0.31	""	protein DEK [Source:VB Community Annotation]
AGAP002215	0.126	0.82	0	0.004	0.528	0.645	0.152	0.971	0.788	0.015	0.246	0.046	0.115	0.002	0.167	0.327	0.2	0.531	0	0	0	0.73	0.937	0.065	0.943	0.907	0.497	0.966	""	""
AGAP005101	0.126	0.922	0.618	0.005	0.043	0.591	0.74	0.226	0.39	0	0.733	0.004	0.061	0.001	0.273	0	0.223		0.996	0.351	0.474	0.699	0.007	0.081	0.363	0.66	0.549	0.517	""	""
AGAP011774	0.126	0.837	0	0.002	0.001	0.395	0.503	0.41	0.11	0.233	0.112	0.934	0.012	0.745	0.091	0.642	0.002	0	0.443	0.024	0.829	0	0.714	0	0.29	0.008	0.043	0.064	""	""
AGAP005565	0.127	0.164	0.003	0.077	0.007	0.064	0.046	0	0	0.587	0.097	0.43	0	0.737	0.004	0.547	0.829	0	0.015	0.734	0.008	0.364	0.749	0.309	0.659	0.704	0.401	0.136	""	""
AGAP009160	0.127	0.226	0	0.192	0.595	0.626	0.237	0.937	0.499	0.077	0.545	0.092	0.588	0.058	0.49	0.668	0.293	0.892	0.288	0.805	0.875	0.271	0	0.731	0.529	0.063	0.196	0.17	""	Arf-GAP, GTPase, ANK repeat and PH domain-containing protein 1/2/3 [Source:VB Community Annotation]
AGAP007897	0.127	0.245	0.001	0	0.001	0.874	0.981	0.904	0.74	0.153	0.313	0.422	0.515	0.004	0.055	0.098	0.003	0.636	0.036	0.638	0.128	0.004	0.843	0	0.018	0	0.017	0.012	""	UbiA prenyltransferase domain containing 1 [Source:VB Community Annotation]
AGAP009771	0.127	0.103	0.285	0	0.764	0	0.483	0.416	0.756	0.359	0.489	0.99	0.193	0.638	0.013	0.178	0.003	0.476	0.023	0.031	0.301	0.19	0.001	0.005	0.635	0.626	0.816	0.106	""	""
AGAP001958	0.127	0.713	0.008	0.207	0.112	0.36	0.41	0.067	0.136	0.437	0.054	0.606	0.024	0.772	0.031	0.199	0	0	0	0.482	0.001	0.82	0.342	0.816	0.147	0.046	0.814	0.374	CRY1	cryptochrome 1 [Source:VB Community Annotation]
AGAP007295	0.127	0.885	0.014	0.266	0.031	0.523	0.726	0.105	0.907	0.069	0.168	0.756	0	0.656	0	0.001	0.12	0.021	0.815	0.071	0.731	0.004	0	0	0.131	0.141	0.13	0.088	""	protein KRI1 [Source:VB Community Annotation]
AGAP011337	0.127	0.004	0.142	0.951	0.214	0.716	0.607	0.249	0.683	0.674	0.005	0.647	0	0.594	0.001	0.992	0.91	0	0.312	0.726	0.033	0.945	0.045	0.032	0.376	0.868	0.773	0.526	""	""
AGAP001441	0.127	0.473	0.993	0.018	0.16	0.434	0.001	0.234	0.041	0.496	0.33	0.173	0.751	0.016	0.396	0.386	0.005	0	0	0.971	0	0.998	0.8	0.004	0.247	0.15	0.427	0.023	""	""
AGAP003660	0.127	0.916	0.69	0.777	0.332	0.28	0.959	0.973	0.864	0.473	0.089	0.525	0.055	0.978	0.027	0.016	0.9	0	0.328	0.363	0.526	0.572	0.45	0.142	0.462	0.984	0.6	0.702	""	""
AGAP002986	0.127	0.887	0.575	0	0.434	0.844	0.924	0.006	0.004	0.134	0	0.019	0	0	0	0.005	0.12	0.116	0	0.201	0.248	0.65	0.091	0.611	0.656	0.33	0.7	0.844	""	p21-activated kinase 1 [Source:VB Community Annotation]
AGAP008661	0.127	0.456	0.584	0.001	0.002	0.407	0.568	0.921	0.874	0.006	0.31	0.249	0.311	0.072	0.749	0	0.136	0.425	0.182	0.283	0.991	0.706	0.535	0.017	0.067	0.02	0.068	0.002	""	""
AGAP003492	0.127	0.988	0.952	0	0.683	0.715	0.495	0.401	0.633	0.087	0.167	0.142	0.049	0.033	0.482	0	0	0.252	0.001	0.004	0	0.002	0.014	0.271	0.977	0.586	0.381	0.911	""	facilitated glucose transporter (solute carrier family 2) [Source:VB Community Annotation]
AGAP004888	0.128	0.003	0.256	0.142	0.412	0.011	0.001	0.262	0.464	0.974	0.263	0.992	0.234	0.97	0.15	0.386	0.194	0.467	0.862	0.86	0.037	0.789	0.274	0.943	0.95	0.668	0.696	0.256	""	""
AGAP010174	0.128	0.526	0.055	0	0	0.252	0.274	0.024	0	0.095	0	0.174	0	0.785	0.001	0	0	0.351	0.133	0.927	0.485	0.369	0.573	0	0.001	0	0.006	0.034	""	oligosaccharyltransferase complex subunit alpha (ribophorin I) [Source:VB Community Annotation]
AGAP005373	0.128	0.033	0.438	0.214	0.888	0.934	0.811	0.176		0.342	0.017	0.438	0.029	0.338	0.016	0.16	0.903	0	0.937	0.635	0.52	0.034	0.007	0	0.064	0.36	0.146	0.814	COEBE1C	carboxylesterase beta esterase [Source:VB Community Annotation]
AGAP009949	0.128	0.534	0.619	0.982	0.004	0.249	0.841	0.152	0.192	0.103	0.474	0.022	0.608	0.001	0.695	0.28	0.03	0.165	0	0.157	0.001	0.734	0.928	0.034	0.389	0.413	0.398	0.145	""	oxidoreductase GLYR1 homolog [Source:VB Community Annotation]
AGAP012496	0.129	0.889	0	0	0.884	0.841	0.001	0.777	0.376	0.001	0.011	0.001	0.005	0.002	0.008	0.247	0.481	0.014	0.51	0.25	0.072	0.011	0.01	0.064	0.134	0.18	0.613	0.661	""	""
