GeneID	Tiefora_v_NG_log2FoldChange	Gou_v_Moz_log2FoldChange	Ban_v_BanS_log2FoldChange	BanRe_v_BanS_log2FoldChange	Bak_v_Kis_log2FoldChange	VK7_v_Kis_log2FoldChange	Cameroon_v_NG_log2FoldChange	Chad_v_NG_log2FoldChange	Niger_v_NG_log2FoldChange	Nigeria_v_NG_log2FoldChange	Agboville_v_Mali_log2FoldChange	Agboville_v_NG_log2FoldChange	Dabou_v_Mali_log2FoldChange	Dabou_v_NG_log2FoldChange	Tiassale_v_Mali_log2FoldChange	Tiassale_v_NG_log2FoldChange	Cam_fun_v_Fang_log2FoldChange	Fumoz_v_Fang_log2FoldChange	Ghana_fun_v_Fang_log2FoldChange	Malawi_fun_v_Fang_log2FoldChange	Uganda_fun_v_Fang_log2FoldChange	Asendabo_v_Moz_log2FoldChange	Chewaka_v_Moz_log2FoldChange	Tolay_v_Moz_log2FoldChange	Ethiopia_v_Dongola_log2FoldChange	GeneName	GeneDescription
AGAP004208	0.123	0	0.228	0	0	0	0.554	0.071	0.479	0.1	0.517	0	0.939	0	0.995	0	0	0.174	0.049	0.044	0.08	0.015	0.762	0	0.172	""	""
AGAP003556	0.124	0.859	0.916	0.003	0	0.052	0.895	0.423	0.311	0.03	0.925	0.035	0.982	0.054	0.468	0.91	0.001	0.142	0.758	0.11	0.145	0	0.662	0	0.19	RpL3	60S ribosomal protein L3 [Source:VB Community Annotation]
AGAP007210	0.124	0.963	0.405	0.522	0.451	0.104	0.415	0.327	0.071	0.174	0	0	0	0	0	0	0.676	0.783	0.822	0.439	0.95	0.308	0.859	0.002	0.103	""	Tetraspanin [Source:UniProtKB/TrEMBL;Acc:Q7QJ21]
AGAP003853	0.124	0.875	0.063	0.139	0.006	0.878	0.196	0.052	0.572	0.639	0.829	0.848	0.395	0.126	0.979	0.637	0.761	0.709	0.742	0.21	0.422	0.007	0.477	0.022	0.777	""	ubiquitin thioesterase ZRANB1 [Source:VB Community Annotation]
AGAP013475	0.124	0.004	0.897	0.336	0.668	0.655	0.82	0.864	0.994	0.874	0.001	0.298	0.011	0.433	0.001	0.86	0.035	0.133	0.001	0.845	0.012	0.313	0.995	0.312	0.117	""	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [Source:VB Community Annotation]
AGAP005352	0.124	0.006	0.012	0.015	0.047	0.865	0.375	0.046	0.468	0.842	0.114	0.045	0.049	0.015	0.01	0.005	0.679	0.563	0.618	0.971	0.936	0.048	0.265	0.498	0.804	""	tyrosine-protein phosphatase non-receptor type 1 [Source:VB Community Annotation]
AGAP002581	0.124	0.068	0.005	0.174	0.019	0	0	0.015	0.142	0.081	0	0.11	0	0.008	0	0.01	0.003	0.254	0.006	0.146	0.38	0.757	0.427	0.954	0	""	""
AGAP002420	0.124	0.948	0.021	0.062	0.023	0.012	0.355	0.752	0.27	0.035	0.315	0	0.466	0	0.312	0.003	0	0.11	0	0.028	0.001	0.578	0.522	0.245	0.643	""	alpha-1,2-glucosyltransferase [Source:VB Community Annotation]
AGAP002533	0.124	0.259	0.969	0.144	0.254	0.056	0.747	0.779	0.949	0.75	0.794	0.028	0.982	0.002	0.899	0.001	0.989	0.931	0.337	0.172	0.137	0.057	0.68	0.015	0.044	""	polycomb group RING finger protein 3 [Source:VB Community Annotation]
AGAP010336	0.124	0.948	0.527	0.089	0.213	0.075	0.001	0.096	0.1	0.002	0.053	0.248	0.072	0.199	0.087	0.338	0.027	0.052	0.026	0.052	0	0.565	0.825	0.071	0.003	""	tubulin polyglutamylase TTLL1 [Source:VB Community Annotation]
AGAP009460	0.124	0.14	0.959	0	0.788		0.681	0.005	0.058	0.57	0.672	0.169	0.985	0.432	0.667	0.153	0	0.285	0.001	0	0	0	0.532	0	0.001	""	c-Jun N-terminal kinase [Source:VB Community Annotation]
AGAP001173	0.124	0.153	0.859	0.282	0.543	0.011	0.002	0.233	0.068	0.182	0.156		0.08	0.838	0.092		0.958	0.05	0.884	0.862	0.982	0.055	0.29	0.71	0.777	Gr52	gustatory receptor 52 [Source:VB Community Annotation]
AGAP005903	0.124	0.438	0.075	0.036	0.222	0.755	0.954	0.097	0.384	0.006	0.978	0.442	0.504	0.107	0.137	0.022	0.628	0.713	0.747	0.497	0.996	0.024	0.016	0.009	0.721	""	""
AGAP008915	0.125	0.023	0.007	0.027	0.868	0.99	0	0.017	0	0	0	0	0	0	0	0	0	0.035	0	0.002	0	0.262	0.297	0.867	0.813	""	gamma-glutamyltranspeptidase [Source:VB Community Annotation]
AGAP003871	0.125	0.233	0.859	0	0.863	0.734	0.174	0.687	0.843	0.454	0.766	0.174	0.442	0.042	0.507	0.043	0.208	0.455	0.495	0.697	0.935	0.806	0.503	0.779	0.589	""	""
AGAP009166	0.125	0.454	0.488	0.277	0.068	0	0.036	0.637	0.406	0.677	0.564	0.015	0.324	0	0.668	0.026	0.121	0.309	0.054	0.026	0.015	0	0.862	0.913	0.705	IKK1	IMD pathway signalling IKK-beta). (ird5orthologue immune response deficient 5) [Source:VB Community Annotation]
AGAP010359	0.125	0.226	0.291	0.513	0	0.005	0.856	0.939	0.923	0.988	0.465	0.007	0.287	0.002	0.056	0	0.471	0.637	0.269	0.288	0.148	0.1	0.572	0.263	0.718	""	Pairberry [Source:VB Community Annotation]
AGAP013136	0.125	0.746	0.937	0.073	0.05	0.002	0.852	0.003	0.024	0.721	0.219	0.02	0.55	0.18	0.077	0.002	0.011	0.373	0.499	0.876	0.457	0.276	0.985	0.062	0.766	""	""
AGAP005162	0.125	0.174	0.311	0.66	0.774	0.496	0.34	0.105	0.305	0.213	0	0.149	0	0.281	0	0.079	0.208	0.519	0.175	0.101	0.425	0	0.097	0	0.714	""	dystroglycan 1 [Source:VB Community Annotation]
AGAP001626	0.125	0.025	0.128	0.002	0	0.001	0.193	0.194	0.359	0.672	0.37	0.01	0.816	0	0.795	0	0.869	0.251	0.514	0.105	0.164	0.151	0.23	0.001	0	""	""
AGAP009657	0.126	0.993	0.661	0.232	0.331	0.945	0.094	0.282	0.145	0.225	0.436	0.753	0.08	0.216	0.1	0.308	0.001	0.09	0.309	0.123	0.098	0.077	0.15	0.145	0.842	""	loss of heterozygosity 12 chromosomal region 1 protein-like protein [Source:VB Community Annotation]
AGAP010035	0.126	0.368	0.026	0.014	0.468	0.015	0.864	0.502	0.561	0.665	0.465	0.882	0.343	0.916	0.732	0.845	0.602	0.661	0.013	0.193	0.051	0.505	0.105	0.488	0.977	""	TORC1 growth control complex subunit Kog1 [Source:VB Community Annotation]
AGAP000340	0.126	0.27	0.007	0.821	0.024	0.427	0.746	0.185	0.276	0.001	0.021	0.01	0.587	0.554	0.238	0.19	0.521	0.835	0.775	0.932	0.409	0.942	0.542	0.086	0.947	""	""
AGAP007005	0.126	0.871	0.003	0.02	0.096	0.378	0.513	0.112	0.495	0.319	0.642	0.362	0.685	0.142	0.667	0.26	0.744	0.24	0.648	0.852	0.691	0.545	0.238	0.469	0	""	""
AGAP011843	0.126	0.167	0.527	0.68	0	0.001	0.856	0.441	0.831	0.318	0.928	0.208	0.501	0.004	0.503	0.006	0	0.022	0	0	0	0.165	0.732	0.067	0.992	""	""
AGAP009957	0.126	0.025	0.108	0.192	0.004	0.215	0.429	0.307	0.1	0.186	0.192	0.503	0.401	0.664	0.521	0.789	0.007	0.051	0.386	0.484	0.145	0.152	0.872	0.973	0.298	""	transcription factor SOX1/3/14/21 (SOX group B) [Source:VB Community Annotation]
AGAP028670	0.126	0.04	0.261	0.114	0.928	0.705	0.256	0.634	0.114	0.297	0.637	0.076	0.701	0.017	0.424	0.111	0.023	0.295	0.966	0.133	0.513	0.001	0.101	0	0.591	""	""
AGAP002814	0.126	0.855	0.859	0.169	0.184	0.736	0.407	0.307	0.357	0.07	0.766	0.718	0.583	0.646	0.482	0.453	0.981	0.973	0.541	0.424	0.487	0.352	0.269	0.45	0.502	""	""
AGAP003331	0.126	0	0.001	0	0.419	0.756	0.54	0.067	0.374	0.649	0.699	0	0.722	0	0.632	0	0.753	0.053	0.989	0.805	0.969	0.698	0.553	0.293	0.069	""	Enolase-phosphatase E1 [Source:VB Community Annotation]
AGAP002804	0.126	0.224	0.711	0.566	0.824	0.927	0.336	0.063		0.354		0		0		0	0	0.532	0	0.018	0.002	0.802	0.742	0.384		""	Ecdysteroid-regulated protein [Source:VB Community Annotation]
AGAP005622	0.127	0.001	0	0.37	0.204	0.006	0.365	0.002	0.071	0.121	0.021	0.54	0.027	0.615	0.005	0.261	0	0.007	0.033	0.147	0.049	0.421	0.342	0	0.876	""	F-box protein 33 [Source:VB Community Annotation]
AGAP001676	0.127	0.016	0.008	0.477	0.025	0.027	0.05	0.201			0.414	0	0.55	0	0.988	0	0.002		0.484	0	0.075	0	0.069	0	0	""	actin, cytoplasmic [Source:VB Community Annotation]
AGAP002100	0.127	0.183	0.242	0	0	0.084	0.952	0.863	0.947	0.537	0.868	0.035	0.033	0.774	0.11	0.261	0.997	0.452	0.826	0.431	0.932	0	0.074	0.003	0.646	""	""
AGAP007491	0.127	0.504	0.043	0	0	0	0.972	0.018	0.027	0.058	0.663	0	0.985	0.059	0.648	0.158	0	0.286	0.581	0.273	0.373	0.539	0.461	0.124	0.726	""	Sulfhydryl oxidase [Source:UniProtKB/TrEMBL;Acc:Q5TWZ0]
AGAP009949	0.127	0.921	0.118	0.888	0.619	0.024	0.508	0.779	0.385	0.602	0.139	0.577	0.03	0.666	0.001	0.61	0.175	0.874	0.654	0.622	0.355	0	0.269	0.01	0.906	""	oxidoreductase GLYR1 homolog [Source:VB Community Annotation]
AGAP007591	0.127	0	0.623	0	0.961	0.003	0.869	0.824	0.282	0.401	0.102	0	0.027	0	0.027	0	0.186	0.369	0.027	0.436	0.07	0.02	0.4	0.007	0.016	""	tRNA-splicing endonuclease subunit Sen15 [Source:VB Community Annotation]
AGAP008495	0.128	0.04	0.556	0.095	0.587	0.367	0.687	0.048	0	0.068	0.017	0.913	0.166	0.229	0.017	0.874	0.044	0.013	0.109	0.302	0.019	0.002	0.778	0.032	0	""	bis(5'-nucleosidyl)-tetraphosphatase [Source:VB Community Annotation]
AGAP010540	0.128	0	0.08	0.006	0.005	0.669	0.351	0.892	0.088	0.145	0.741	0.006	0.275	0	0.075	0	0.002	0.024	0.175	0.003	0.325	0.001	0.861	0.046	0	""	""
AGAP011243	0.128	0.332	0.019	0.426	0	0.984	0.653	0.342	0.615	0.806	0.164	0.697	0.629	0.003	0.528	0.134	0	0.288	0.001	0.003	0.008	0.303	0.176	0.138	0.813	""	ribonuclease H2 subunit C [Source:VB Community Annotation]
AGAP002478	0.128	0.086	0.867	0.001	0	0.096	0.685	0.664	0.544	0.294	0.975	0	0.325	0	0.069	0	0.717	0.812	0.775	0.872	0.7	0.004	0	0.057	0.003	""	cyclin B [Source:VB Community Annotation]
AGAP010623	0.128	0.202	0.048	0.834	0.463	0.193	0.033	0.003	0.822	0.835	0.01	0.05	0.001	0.004	0.005	0.01	0.001	0.137	0.856	0.776	0.653	0.01	0.657	0.029	0.379	""	X box-binding protein 1 [Source:VB Community Annotation]
AGAP012332	0.128	0.001	0.004	0.64	0.724	0	0.979	0.237	0.115	0.028	0.001	0.989	0.051	0.73	0	0.7	0	0.034	0	0	0	0	0.656	0.102	0.162	""	Differentially expressed in FDCP 6-like protein [Source:VB Community Annotation]
AGAP006926	0.128	0.587	0.181	0.01	0.692	0.61	0.091	0.04	0	0	0.002	0.166	0	0.001	0	0.004					0.999	0.046	0.822	0.09	0.083	AD28229	""
AGAP002802	0.128	0.463	0.761	0	0	0.639	0.748	0.318	0.739	0.874	0.092	0.442	0.412	0.819	0.113	0.425	0.381	0.163	0.555	0.59	0.629	0.792	0.291	0.143	0.976	""	neural cell adhesion molecule [Source:VB Community Annotation]
AGAP000223	0.129	0.462	0.321	0.042	0	0.001	0.375	0.051	0.722	0.689	0.315	0.091	0.1	0.013	0.048	0.008	0.196	0.182	0.607	0.697	0.428	0.002	0.006	0	0.813	""	""
AGAP001923	0.129	0.001	0.14	0.939	0	0.067	0.101	0.022	0.015	0.13	0.225	0.085	0.747	0.634	0.524	0.349	0.001	0.197	0.007	0.077	0.037	0.859	0.131	0.244	0.166	""	solute carrier family 38 (sodium-coupled neutral amino acid transporter) [Source:VB Community Annotation]
AGAP006216	0.129	0	0.331	0.528	0.375	0.59	0.736	0.746	0.695	0.833	0.002	0.859	0.66	0.041	0.036	0.61	0.139	0.545	0.019	0.007	0.131	0	0.85	0.036	0.269	GPRMTH2	methuselah receptor 2 [Source:VB Community Annotation]
AGAP000566	0.129	0.456	0.025	0.844	0.166	0.849	0.038	0	0.197	0.123	0.31	0.022	0.25	0.016	0.394	0.035	0.014	0.959	0.484	0.985	0.445	0.306	0.616	0.209	0.08	""	""
AGAP000832	0.13	0.022	0.602	0.577	0.116	0.001	0.654	0.067	0.653	0.156	0.02	0.078	0.041	0.037	0.003	0.102	0	0	0.001	0	0	0.011	0.047	0	0.907	""	Derlin-2/3 [Source:VB Community Annotation]
AGAP004302	0.13	0.017	0.579	0	0	0.001	0.96	0.744	0.981	0.444	0.01	0.108	0.003	0.063	0	0.064	0.451	0.486	0.273	0.378	0.386	0	0.007	0.021	0.772	""	""
AGAP012826	0.13	0.851	0.905	0.01	0	0	0.991	0.598	0.566	0.578	0.594	0.372	0.754	0.977	0.668	0.908	0	0.023	0.026	0.066	0.037	0.889	0.96	0.58	0.002	""	Interferon-stimulated gene 20 kDa protein [Source:VB Community Annotation]
AGAP002683	0.13	0.505	0.899	0.14	0.607	0.013	0.996	0.067	0.004	0	0.548	0.001	0.804	0.011	0.639	0.045	0.51	0.93	0.881	0.655	0.933	0.01	0.365	0	0.74	""	dolichol kinase [Source:VB Community Annotation]
AGAP003177	0.131	0.885	0.039	0.311	0	0.242	0.856	0.398	0.092	0.028	0.556	0	0.672	0	0.597	0.004	0.001	0.781	0.539	0.955	0.638	0.635	0.761	0.792	0.113	""	Upstream transcription factor 2/L-myc-2 [Source:VB Community Annotation]
AGAP009968	0.131	0	0.735	0.008	0.774	0.551	0.686	0.634	0.217	0.867	0.053	0.031	0.583	0	0.13	0	0	0.067	0.144	0.329	0.162	0.005	0.051	0.948	0.005	""	ribosome production factor 1 [Source:VB Community Annotation]
AGAP003671	0.131	0.385	0.328	0.014	0.023	0.068	0.87	0.766	0.619	0.492	0.85	0.597	0.086	0.038	0.346	0.177	0.559	0.622	0.756	0.815	0.89	0.24	0.035	0.129	0.874	Bap	protein bagpipe [Source:VB Community Annotation]
AGAP011842	0.131	0.001	0.049	0.485	0.925	0.007	0.466	0.339	0.109	0	0.25	0	0.062	0.005	0.008	0.179	0.108	0.014	0.216	0	0.13	0.124	0.992	0.937	0.301	""	signal peptidase complex subunit 2 [Source:VB Community Annotation]
AGAP007721	0.131	0.227	0.431	0.039	0.957	0.06	0.895	0.958	0.487	0.211	0.137	0.18	0.075	0.09	0.395	0.475	0	0.001	0.042	0.224	0.188	0	0.324	0	0.884	""	""
AGAP012305	0.131	0	0	0	0	0.005	0	0	0.006	0	0.138	0.033	0.029	0.006	0.001	0	0.673	0.445	0.853	0.294	0.352	0.203	0.301	0.655	0.001	""	Muscle LIM protein at 84B [Source:VB Community Annotation]
AGAP013215	0.131	0.238	0.016	0.003	0.859	0.247	0.952	0.452	0.741	0.975	0.766	0	0.604	0	0.688	0	0.371	0.548	0.156	0.022	0.245	0.968	0.897	0.188	0	""	""
AGAP007380	0.132	0.321	0.174	0	0.967	0.839	0.81	0.954	0.413	0.545	0.003	0	0.003	0	0.009	0	0.266	0.698	0.05	0.167	0.057	0.847	0.947	0.345	0.001	""	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 11 [Source:VB Community Annotation]
AGAP007982	0.132	0	0.617	0.018	0	0.703	0.713	0.659	0.001	0	0.8	0.293	0.057	0.822	0.026	0.449	0	0.241	0.301	0.577	0.005	0.786	0.592	0.037	0.093	ANCE8	angiotensin-converting enzyme 8 [Source:VB Community Annotation]
AGAP009926	0.132	0.225	0.188	0	0.774	0.559	0.875	0.264	0.366	0.029	0.933	0.064	0.352	0.109	0.389	0.001	0.984	0.751	0.804	0.629	0.818	0.933	0.868	0.681	0.055	""	nucleoside diphosphate-linked moiety X motif 19, mitochondrial [Source:VB Community Annotation]
AGAP000609	0.132	0.001	0	0.19	0	0	0	0.647	0.003	0	0.031	0.812	0.017	0.768	0.003	0.314	0.157		0.008	0.419	0.813	0.067	0.142	0.302	0	SG1e	salivary gland protein 1-like 5 [Source:VB Community Annotation]
AGAP005933	0.132	0.746	0.898	0	0	0.941	0	0.002	0.831	0.222	0.343	0.105	0.439	0.143	0.05	0.013	0	0.812	0	0.013	0	0.001	0.414	0.244	0	""	NFkappaB essential modulator [Source:VB Community Annotation]
AGAP008176	0.132	0	0.098	0.164	0	0.501	0	0.945	0	0	0	0.129	0	0.764	0	0.295	0	0.001	0	0	0.144	0.013	0.064	0.35	0.086	""	dipeptidyl-peptidase 4 [Source:VB Community Annotation]
AGAP005429	0.132	0.146	0.348	0.017	0.592	0.704	0.995	0.734	0.924	0.824	0.132	0	0.099	0	0.117	0	0.094	0.311	0.002	0.062	0.002	0.346	0.954	0.007	0.041	Thoc6	THO complex subunit 6 [Source:VB Community Annotation]
AGAP011196	0.133	0.801	0.808	0	0	0	0.952	0	0	0.103	0.017	0.048	0.002	0.012	0.295	0.005	0.001	0.197	0.122	0.477	0.001	0	0.001	0.265	0.166	""	""
AGAP002276	0.133	0.642	0.654	0.26	0.006	0	0.627	0.789	0.47	0.389	0.859	0.003	0.756	0.016	0.61	0.23	0.005	0.026	0.001	0.008	0.012	0.007	0.427	0.009	0.384	""	""
AGAP007914	0.133	0.384	0.471	0.025	0.774	0.235	0.772	0.794	0.731	0.747	0.831	0.001	0.862	0	0.7	0	0.219	0.751	0.639	0.294	0.804	0.565	0.892	0.557	0.156	""	Transport and Golgi organization 6 [Source:VB Community Annotation]
AGAP008545	0.133	0.008	0.141	0.206	0	0	0.403	0	0.053	0	0.001	0	0	0	0.057	0.047	0.861		0.337	0.397	0.556	0.004	0.002	0.003	0	""	AMP dependent ligase [Source:VB Community Annotation]
AGAP002555	0.133	0.361	0.124	0.392	0.216	0.04	0.994	0.761	0.905	0.81	0.002	0.243	0.013	0.297	0.011	0.544	0.469	0.241	0.294	0.122	0.403	0.959	0.844	0.742	0.564	CYP325K1	cytochrome P450 [Source:VB Community Annotation]
AGAP003350	0.133	0.979	0.044	0.01	0.341	0	0	0.121	0.296	0.366	0.087	0	0.003	0	0.004	0	0.437	0.633	0	0.005	0	0.95	0.82	0.226	0.005	""	phosphoenolpyruvate carboxykinase (GTP) [Source:VB Community Annotation]
AGAP004965	0.134	0.526	0.371	0.137	0.866	0.341	0.798	0.619	0.19	0.465	0.002	0.565	0.006	0.915	0.041	0.642	0.875	0.836	0.215	0.819	0.104	0.131	0.28	0.849	0.949	""	DNA polymerase epsilon subunit 4 [Source:VB Community Annotation]
AGAP007247	0.134	0.75	0.263	0.182	0.583	0.004	0.219	0.067	0.008	0.117	0.231	0.032	0.062	0.002	0.001	0	0.001	0.126	0	0.031	0.044	0.799	0.156	0.902	0.034	""	hippocalcin-like protein 1 [Source:VB Community Annotation]
AGAP004494	0.134	0.007	0.008	0.116	0.558	0.906	0.108	0	0	0.001	0	0.091	0	0.058	0	0.067	0.005	0.013	0.577	0.624	0.585	0	0	0.001	0	""	""
AGAP012246	0.134	0.087	0.731	0	0.143	0.016	0.923	0.192	0.037	0.148	0.497	0.001	0.07	0.047	0.858	0.027	0.128	0.623	0.095	0.793	0.26	0.876	0.408	0.756	0.008	""	""
AGAP003230	0.134	0.444	0.164	0	0.371	0.473	0.498	0.369	0.107	0.348	0.991	0.564	0.351	0.704	0.056	0.268	0.033	1	0.033	0.282	0.204	0.779	0.894	0.895	0.003	""	poly (ADP-ribose) polymerase [Source:VB Community Annotation]
AGAP005091	0.134	0.156	0.001	0.168	0.127	0.256	0.379	0.939	0.627	0.004	0.816	0.476	0.439	0.198	0.435	0.829	0.351	0.966	0.391	0.484	0.209	0.006	0	0.424	0.023	""	protein GDAP2 homolog [Source:VB Community Annotation]
AGAP003716	0.135	0.725	0.566	0.115	0.321	0.05	0.358	0.321	0.685	0.521	0.631	0.062	0.792	0.002	0.617	0.007	0	0.03	0.057	0.141	0.019	0	0.973	0.283	0.952	twf	Twinfilin [Source:UniProtKB/Swiss-Prot;Acc:Q7QG28]
AGAP009831	0.135	0.885	0.192	0	0.649	0.638	0.15	0.852	0.148	0.305	0.69	0.011	0.345	0	0.975	0.01	0	0.363	0	0	0	0.051	0.111	0.261	0.905	""	""
AGAP008549	0.135	0.012	0.287	0.288	0.198	0.959	0.796	0.958	0.824	0.851	0.91	0.003	0.836	0.001	0.302	0.075	0.764	0.959	0.569	0.874	0.978	0.248	0.227	0.169	0.657	""	U4/U6.U5 tri-snRNP-associated protein 1 [Source:VB Community Annotation]
AGAP012018	0.135	0.225	0.978	0	0.083	0.144	0.557	0.856	0.811	0.988	0.004	0.688	0.001	0.402	0	0.951	0.007	0.199	0.511	0.902	0.881	0	0.048	0	0.42	""	""
AGAP013053	0.135	0.854	0.021	0.55	0.593	0	0.511	0.24	0.289	0.19	0.882	0.514	0.73	0.88	0.91	0.642	0.756	0.817	0.868	0.906	0.943	0.922	0.959	0.428	0.013	""	""
AGAP005921	0.136	0.159	0	0.712	0.049	0.977	0.863	0.913	0.646	0.933	0.004	0.969	0.004	0.995	0.443	0.27	0.383		0.16	0.237	0.282	0.064	0.363	0.399	0.015	""	nucleoside-triphosphatase THEP1 [Source:VB Community Annotation]
AGAP007313	0.136	0.201	0.098	0.013	0.661	0.353	0.615	0.359	0.441	0.377	0.991	0.001	0.608	0	0.925	0	0.87	0.551	0.573	0.711	0.815	0.884	0.992	0.909	0.089	""	""
AGAP000570	0.136	0.084	0.72	0.285	0.611	0.101	0.184	0.005	0.018	0.003	0.272	0	0.001	0	0.861	0.04	0.018	0.316	0.125	0.21	0.205	0.356	0.228	0.004	0.772	""	""
AGAP002048	0.136	0.019	0.005	0.225	0	0.041	0.504	0.693	0.039	0.009	0.115	0.002	0.022	0.001	0	0	0.612	0.608	0.269	0.618	0.212	0.756	0.893	0.45	0	""	""
AGAP010426	0.137	0.733	0.751	0.185	0.93	0.073	0.944	0.673	0.589	0.224	0.128	0.989	0.231	0.736	0.915	0.256	0	0.041	0	0.006	0	0.018	0.659	0.161	0.079	""	general transcription factor 3C polypeptide 3 (transcription factor C subunit [Source:VB Community Annotation]
AGAP008050	0.137	0.746	0.418	0.218	0.58	0.601	0.445	0.4	0.359	0.1	0.141	0.961	0.73	0.347	0.904	0.187	0	0.047	0.168	0.011	0.079	0.414	0.677	0.913	0.264	""	phosphorylated adapter RNA export protein [Source:VB Community Annotation]
AGAP004320	0.137	0	0.799	0.37	0.029	0.023	0.756	0.314	0.111	0.634	0	0.296	0.004	0.815	0.001	0.491	0	0.503	0.163	0.629	0.591	0.987	0.199	0.354	0.813	""	Dedicator of cytokinesis protein 1 [Source:VB Community Annotation]
AGAP008379	0.137	0.645	0.616	0.204	0.001	0.042	0.326	0.271	0.85	0.415	0.079	0.03	0.073	0.027	0.008	0.003	0.685	0.794	0.972	0.904	0.91	0.847	0.998	0.335	0.722	""	""
AGAP007993	0.137	0.955	0.849	0.067	0.114	0.003	0.718	0.446	0.565	0.35	0.001	0.001	0	0	0.001	0.001	0	0.06	0	0	0.007	0.766	0.512	0.521	0.356	""	""
AGAP007480	0.138	0.042	0	0	0.625	0.013	0.312	0	0	0	0.826	0	0.173	0.907	0.007	0.952	0	0.218	0.17	0.177	0.567	0.001	0.001	0.002	0.547	CYP6AH1	cytochrome P450 [Source:VB Community Annotation]
AGAP001729	0.138	0.597	0.024	0.28	0.001	0	0.009	0	0.003	0	0.867	0.319	0.857	0.567	0.393	0.097	0.002	0.034	0	0.073	0	0.722	0.172	0.739	0.917	""	protein farnesyltransferase subunit beta [Source:VB Community Annotation]
AGAP011806	0.138	0	0.866	0	0.231	0.87	0.284	0.284	0.468	0.187	0.068	0.028	0.08	0.037	0.046	0.017	0	0.304	0	0.061	0	0	0	0	0.052	""	ornithine decarboxylase [Source:VB Community Annotation]
AGAP003015	0.138	0.63	0.89	0.202	0.942	0.05	0.561	0.006	0	0	0.44	0.492	0.472	0.072	0.323	0.373	0.149	0.164	0.993	0.253	0.674	0	0	0	0.01	""	Argininosuccinate synthase [Source:UniProtKB/Swiss-Prot;Acc:Q7PR38]
AGAP010138	0.138	0.867	0.043	0.395	0.921	0.331	0.222	0.909	0.575	0.491	0.475	0	0.107	0	0.12	0	0	0	0	0	0.002	0.224	0.566	0.905	0.813	""	uncharacterized protein yjbQ [Source:VB Community Annotation]
AGAP005399	0.138	0.374		0.019	0	0.038	0.002	0.413	0	0	0.011	0.002	0.01	0.001	0.063	0.017	0.149	0.676	0.336	0.115	0.248	0.176	0	0.01	0	""	""
AGAP001635	0.138	0.52	0.011	0.001	0	0.054	0.145	0.001	0.472	0.004	0.952	0.027	0.724	0.134	0.019	0	0.001	0.071	0.566	0.381	0.014	0	0.176	0.007	0.083	""	sodium-coupled monocarboxylate transporter 2 [Source:VB Community Annotation]
AGAP008883	0.139	0.004	0.834	0.001	0.024	0.178	0.987	0.887	0.173	0.125	0.895	0.031	0.598	0.005	0.238	0.298	0.007	0.082	0.366	0.641	0.913	0	0	0	0.596	""	Anamorsin homolog [Source:UniProtKB/Swiss-Prot;Acc:Q7PWQ6]
AGAP007646	0.139	0.046	0.08	0	0.074	0.366	0.552	0.151	0.296	0.882	0.112	0.023	0.328	0.171	0.522	0.488	0.821	0.516	0.484	0.442	0.614	0	0.006	0	0.486	""	""
AGAP012056	0.139	0.028	0	0	0.178	0.134	0.179	0.922	0.456	0.171	0.012	0.074	0.188	0.004	0.015	0.1	0.761	0.68	0.491	0.396	0.472	0	0.011	0	0.904	""	cofilin [Source:VB Community Annotation]
AGAP011939	0.139	0	0.272	0.821	0.763	0.009	0.314	0.119	0.025	0	0	0.027	0.005	0.008	0	0.202	0.29	0.416	0.238	0.177	0.77	0	0.186	0.008	0.298	""	""
AGAP000705	0.139	0.631	0.701	0.006	0.094	0	0	0	0	0	0.038	0.835	0.195	0.98	0.13	0.982	0.022	0.031	0.326	0.161	0.568	0.487	0.52	0.072	0.005	""	protein DJ-1 [Source:VB Community Annotation]
AGAP008952	0.139	0.037	0.793	0	0	0.362	0.34	0.493	0.13	0.085	0.874	0.089	0.199	0.624	0.047	0.662	0.37	0.299	0.611	0.841	0.952	0.835	0.924	0.16	0.811	""	lupus La protein [Source:VB Community Annotation]
AGAP004140	0.139	0.934	0.025	0.721	0.207	0.034	0.73	0.634	0.148	0.298	0.007	0.068	0.27	0.289	0.047	0.138	0.134	0.209	0.019	0.359	0.013	0.001	0.013	0.005	0.006	disp	protein dispatched (segment polarity protein) [Source:VB Community Annotation]
AGAP003092	0.14	0.98	0.192	0.821	0.637	0.136	0.997	0.953	0.876	0.791	0.864	0.001	0.916	0.001	0.53	0.012	0.003	0.381	0.617	0.708	0.716	0.015	0.946	0.261	0	""	Ras-related C3 botulinum toxin substrate 1 precursor [Source:VB Community Annotation]
AGAP013139	0.14	0.046	0.115	0.894	0.426	0.129	0.035	0.022	0.102	0.226	0.566	0.06	0.048	0.001	0.611	0.28	0.658	0.418	0.979	0.857	0.135	0	0.001	0.016	0.029	""	""
AGAP001157	0.14	0.438	0	0.368	0.496	0.464	0.597	0.083	0.234	0.331	0.171	0.04	0.164	0.016	0.298	0.011	0.658	0.57	0.89	0.576	0.974	0.095	0.414	0	0.586	""	""
