GeneID	GeneName	GeneDescription	Tiefora_v_Ngousso	Ban_v_BanS	BanRe_v_BanS	Bak_v_Kisumu	VK7_v_Kisumu	Cameroon_v_Ngousso	Chad_v_Ngousso	Niger_v_Ngousso	Nigeria_v_Ngousso	Agboville_v_Mali	Agboville_v_Ngousso	Dabou_v_Mali	Dabou_v_Ngousso	Tiassale_v_Mali	Tiassale_v_Ngousso	Bouake_gamb_unexp_v_Kisumu	Bouake_colu_unexp_v_Ngousso	BusiaSurvivors_v_Kisumu	Asendabo_v_Moz	Chewaka_v_Moz	Tolay_v_Moz	Ethiopia_v_Dongola	Gou_v_Moz	Cam_fun_v_Fang	Fumoz_v_Fang	Ghana_fun_v_Fang	Malawi_fun_v_Fang	Uganda_fun_v_Fang
AGAP000676			-0.2	-0.23	0.06	0.19	0.19	0.98	1.43	0.25	0.64	-0.8	-0.54	-0.62	-0.37	-0.85	-0.59	0.24	0.21	0.46	-0.52	-0.25	-0.41	-1.15	0.6	-0.04	-0.16	0.05	-0.1	0.02
AGAP011453			-0.2	0.16	0.02	-0.97	0.34	0.74	0.48	-0.23	-0.06	-0.54	-1.0	-0.53	-1.01	-0.89	-1.35	-0.32	0.93	0.05	1.12	0.3	0.66	0.0	-0.05	-0.39	-0.47	-0.35	-0.6	-0.73
AGAP003525		CCR4-NOT transcription complex, subunit 2 [Source:VB Community Annotation]	-0.1	-0.06	0.12	0.1	0.15	0.26	0.04	-0.15	-0.13	0.41	-0.01	0.38	-0.05	0.38	-0.03	0.02	-0.05	-0.14	-0.35	0.1	-0.32	-0.21	-0.22	0.21	0.31	0.25	0.21	0.38
AGAP005307			-0.21	0.42	0.49	1.13	0.89	0.65	0.11	0.44	0.37	-0.15	0.16	0.27	0.56	0.39	0.7	0.67	-0.11	0.29	0.19	0.25	0.05	0.0	-0.39	0.61	0.68	0.41	0.46	0.62
AGAP005406		RNA exonuclease 1 [Source:VB Community Annotation]	-0.14	0.1	0.31	-0.07	0.19	-0.57	-0.63	-0.91	-0.95	-0.19	-0.03	-0.1	0.05	-0.42	-0.25	-0.04	0.36	-0.15	0.75	0.33	0.58	-0.26	-0.3	0.4	0.24	0.16	0.21	0.37
AGAP005420			0.58	-0.55	-0.49	-0.12	-0.49	-1.03	-1.05	-0.61	-0.41	-0.19	0.12	0.16	0.46	0.84	1.15	-0.07	0.58	-0.16	-0.42	-0.5	0.54	-0.49	0.48	0.08	0.15	0.55	0.61	0.28
AGAP005995	CPR138	cuticular protein RR-1 family 138 [Source:VB Community Annotation]	-0.47	1.01	0.45	-0.19	-1.37	-1.16	-0.66	-1.17	-1.36	1.61	1.24	1.75	1.38	1.58	1.22	-0.53	-0.1	-3.05	1.32	1.03	1.69	-0.28	1.08	0.23	-0.32	0.8	0.76	0.19
AGAP008887		hepatocyte growth factor-regulated tyrosine kinase substrate [Source:VB Community Annotation]	-0.13	0.05	0.16	0.11	0.04	-0.01	0.03	0.02	-0.01	-0.04	0.09	0.07	0.19	0.4	0.54	-0.33	0.1	-0.09	0.46	0.12	0.07	-0.15	-0.23	-0.63	-0.7	-0.85	-0.78	-0.79
AGAP009988	mRpL10	39S ribosomal protein L10, mitochondrial [Source:VB Community Annotation]	-0.14	-0.05	0.27	-0.06	0.02	-0.04	-0.33	-0.24	-0.11	-0.1	-0.32	-0.19	-0.43	-0.12	-0.34	-0.12	-0.26	0.26	0.04	-0.04	0.28	0.11	-0.36	0.06	-0.13	-0.11	-0.21	-0.19
AGAP012159			0.28	-0.65	-0.62	-0.08	-0.43	0.13	-0.52	-0.33	-0.26	-0.39	-0.08	0.14	0.44	0.09	0.41	0.35	0.64	-0.24	-0.83	-0.79	-0.8	-0.97	0.21	0.31	0.04	0.46	0.45	0.35
AGAP003517		phenylalanyl-tRNA synthetase beta chain [Source:VB Community Annotation]	0.14	-0.12	0.09	-0.28	-0.26	-0.09	0.03	0.24	0.26	0.08	-0.53	-0.04	-0.67	-0.05	-0.66	-0.16	-0.35	0.37	-0.09	-0.11	-0.29	-0.12	-0.36	-0.15	-0.04	-0.17	-0.05	-0.2
AGAP005576		aspartyl-tRNA synthetase [Source:VB Community Annotation]	0.12	-0.12	0.29	-0.46	-0.32	-0.27	-0.18	0.2	0.11	0.21	0.0	-0.08	-0.3	0.0	-0.21	-0.31	-0.3	0.24	0.45	0.2	0.22	0.24	0.15	0.49	0.55	0.42	0.41	0.44
AGAP001433	CLIPD3	CLIP-domain serine protease [Source:VB Community Annotation]	-0.66	0.2	-0.01	0.61	0.03	1.04	1.61	1.8	1.64	0.23	0.63	0.42	0.82	0.28	0.7	0.59	-0.05	-0.54	1.42	1.18	1.64	1.22	1.13	-0.84	-0.96	0.09	-0.27	-0.32
AGAP011323			0.21	0.31	0.12	-0.3	0.1	0.07	-0.08	0.1	-0.08	0.52	0.16	0.73	0.36	1.03	0.68	0.21	0.01	0.13	-0.88	-0.69	-0.63	-0.51	-0.29	1.45	1.0	0.88	1.04	1.05
AGAP001859		DnaJ homolog subfamily B member 14 [Source:VB Community Annotation]	0.13	0.4	-0.25	-0.26	-0.36	-0.06	-0.81	-0.91	-0.68	-0.01	0.55	-0.02	0.52	0.22	0.78	-0.54	0.49	-0.96	0.09	-0.18	-0.01	-0.48	0.03	-0.26	-0.1	-0.44	-0.31	-0.34
AGAP005577		WD repeat, sterile alpha motif and U-box domain containing 1 [Source:VB Community Annotation]	0.17	0.3	0.02	0.0	-0.2	0.73	0.36	0.47	0.36	-0.16	-0.19	0.02	-0.02	0.02	-0.01	-0.01	0.45	-0.1	-0.13	-0.18	-0.24	-0.38	-0.31	-0.25	-0.03	-0.35	-0.35	-0.3
AGAP007301		ribonucleases P/MRP protein subunit RPP25 [Source:VB Community Annotation]	0.25	0.18	-0.02	0.02	-0.3	-0.23	-0.34	-0.42	0.07	0.64	0.11	0.68	0.13	0.69	0.16	0.38	1.0	-0.98	0.63	0.92	0.35	-0.54	0.41	0.14	0.03	0.2	0.29	0.09
AGAP012516		enhancer of zeste [Source:VB Community Annotation]	-0.1	0.09	0.27	-0.17	-0.27	-0.08	-0.19	-0.11	-0.11	0.46	-0.04	0.17	-0.34	0.16	-0.34	-0.34	-0.32	0.33	-0.12	-0.04	-0.12	-0.47	-0.3	0.23	0.08	0.08	0.17	0.17
AGAP012872			-1.22	-1.25	-1.13	0.12	-1.61	1.17	-2.94	-2.01	-2.78	-1.39	-2.55	-0.16	-1.34	-0.94	-2.09	-0.89	0.15	0.54	-1.67	0.18	-1.52	0.48	-1.23	-0.38	-0.27	0.42	0.86	0.16
AGAP000803	GLURIIa	ionotropic receptor GLURIIa [Source:VB Community Annotation]	0.16	0.34	-0.56	0.62	0.88	0.16	-0.37	-0.24	-0.68	0.24	0.71	0.39	0.85	0.3	0.77	1.08	0.52	0.19	-0.07	0.2	0.04	0.49	0.28	-0.68	-0.72	-0.81	-0.68	-0.91
AGAP028647			1.2	-0.02	-0.32	0.25	0.66	0.43	1.39	1.04	-0.01	-1.89	0.13	-1.33	0.67	-1.65	0.4	1.08	0.87	-0.36	-2.31	-0.6	-0.66	0.23	0.13	1.28	0.39	1.32	1.92	0.89
AGAP011199	sno	strawberry notch [Source:VB Community Annotation]	0.14	0.17	0.19	-0.46	-0.28	0.07	0.24	-0.23	-0.34	0.03	-0.52	0.08	-0.48	-0.42	-0.97	-0.39	-0.18	-0.17	-0.65	-0.52	-0.7	-0.3	0.21	-0.07	-0.18	-0.07	-0.24	0.11
AGAP003404		phosphatidylinositol glycan, class H [Source:VB Community Annotation]	-0.28	-0.51	-0.23	0.03	-0.17	0.45	0.1	0.25	0.42	0.72	0.15	0.52	-0.06	0.9	0.33	-0.32	-0.46	0.37	-0.57	-0.51	-0.73	0.12	-0.49	0.47	0.58	0.38	0.33	0.17
AGAP000774		PH and SEC7 domain-containing protein [Source:VB Community Annotation]	0.11	-0.07	-0.08	-0.04	-0.15	0.17	0.62	-0.12	-0.16	-0.72	-0.73	-0.83	-0.85	-1.21	-1.21	0.02	-0.02	0.13	-0.19	-0.26	-0.41	-0.4	0.62	-0.15	-0.12	-0.09	-0.29	0.07
AGAP001318		acetyl-CoA C-acetyltransferase [Source:VB Community Annotation]	0.13	-0.01	-0.09	0.19	-0.46	-0.92	-0.69	-0.03	0.11	-1.27	0.57	-1.34	0.49	-0.85	0.99	0.11	-0.26	0.05	-0.82	-0.77	-0.66	0.7	0.49	-0.2	-0.09	0.01	-0.18	-0.2
AGAP011950	CASPS2	short caspase 2 [Source:VB Community Annotation]	1.38	-0.43	-0.04	1.68	-0.96	0.97	1.49	1.44	1.7	-0.8	1.21	-0.22	1.75	-0.82	1.21	0.82	2.49	1.27	-0.24	-1.53	0.17	-3.19	-1.42	-0.24	-0.34	1.09	1.54	0.81
AGAP008968			-0.23	0.02	-0.52	-0.28	-0.04	-0.38	-0.59	-0.42	-0.07	1.14	-2.93	1.31	-2.78	0.69	-3.38	-1.21	-0.35	-0.5	-0.33	-0.5	-0.38	-0.92	1.78	-2.28	-3.39	-0.7	-0.34	-0.52
AGAP005144		replication factor C subunit 3/5 [Source:VB Community Annotation]	-0.18	-0.21	0.47	0.13	0.75	-0.17	-0.07	-0.4	-0.09	0.53	-0.75	0.07	-1.23	0.12	-1.17	0.14	-0.23	0.67	-0.02	0.16	-0.16	-0.25	-1.02	0.1	0.23	0.13	0.24	0.16
AGAP007689			-0.16	0.06	0.18	0.22	-0.07	-0.14	-0.25	0.08	0.04	0.24	0.13	0.21	0.09	0.41	0.31	-0.51	-0.27	-0.16	-0.16	-0.02	0.01	-0.23	-0.22	0.1	0.14	-0.11	0.01	0.06
AGAP001274	RpS15	40S ribosomal protein S15 [Source:VB Community Annotation]	-0.08	0.01	0.06	-0.12	0.01	0.21	-0.31	0.13	0.24	0.43	0.0	0.49	0.05	0.49	0.07	0.13	0.28	0.07	0.01	0.12	-0.25	0.09	-0.35	0.33	0.26	0.52	0.08	0.38
AGAP001326		mitotic spindle assembly checkpoint protein MAD2B [Source:VB Community Annotation]	-0.37	0.05	0.16	-0.16	-0.78	0.02	0.14	-0.06	0.3	0.4	-0.46	0.38	-0.49	0.45	-0.41	-0.15	-0.37	-1.13	-0.32	-0.38	-0.32	-0.08	-1.26	0.56	0.25	0.5	0.58	0.35
AGAP006221		aldehyde oxidase [Source:VB Community Annotation]	-0.89	-1.39	-1.12	-0.75	-0.26	-1.1	-1.3	-1.4	0.61	0.57	1.64	0.85	1.9	0.45	1.53	2.01	0.02	-0.57	0.87	0.11	1.54	-0.74	-0.41	0.54	0.53	0.65	0.59	0.68
AGAP012895		Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q7PD33]	-0.15	-0.1	1.22	0.73	0.95	1.6	1.8	0.73	1.28	1.41	-2.77	0.02	-4.17	-0.82	-4.99	-0.44	-1.01	1.48	-0.01	-0.12	-0.16	-1.55	-1.65	0.93	0.38	0.75	0.59	0.57
AGAP005570			-0.13	-0.14	0.22	0.08	-0.04	0.31	0.29	-0.12	0.03	-0.11	-0.77	-0.27	-0.94	-0.17	-0.83	-0.04	-0.43	0.45	-0.08	0.12	0.04	-0.1	0.22	0.38	0.18	0.21	0.33	0.36
AGAP013075			0.58	0.55	-0.49	-0.22	-0.31	-0.2	-1.1	-0.97	-1.6	0.23	1.09	0.79	1.65	0.87	1.73	0.22	0.94	-1.36	-0.16	-0.47	-0.18	-0.37	0.83	-0.14	-0.12	0.0	0.49	-0.04
AGAP000346	SPZ1	spaetzle-like cytokine 1 [Source:VB Community Annotation]	-0.16	-0.22	-0.6	0.17	-0.02	-0.07	0.08	0.43	0.4	0.0	0.25	0.26	0.5	0.46	0.71	-0.22	-0.18	-0.44	0.45	0.1	0.03	0.68	-0.26	-0.03	0.1	-0.19	-0.24	-0.22
AGAP010003			-0.17	-0.62	-0.94	0.64	0.81	-0.36	-0.6	-0.8	-0.87	0.16	-0.25	0.4	-0.02	0.3	-0.1	0.36	0.57	0.28	-0.1	-0.22	-0.15	0.28	-0.16	-0.18	-0.44	-0.11	-0.27	-0.3
AGAP004142		aspartate aminotransferase, cytoplasmic [Source:VB Community Annotation]	-0.1	0.03	-0.1	-0.2	-0.21	-0.22	0.19	-0.08	0.03	-0.33	-0.34	-0.21	-0.23	-0.2	-0.21	-0.69	-0.2	0.39	0.09	-0.05	0.18	0.44	0.53	-0.02	-0.37	-0.44	-0.17	-0.5
AGAP009280		phosphatidylinositol glycan, class W [Source:VB Community Annotation]	-0.18	-0.26	-0.32	0.12	0.16	-0.16	-0.36	-0.15	-0.04	0.17	0.1	0.05	-0.03	0.18	0.11	0.05	-0.12	0.02	-0.29	-0.2	-0.5	-0.32	-0.17	0.33	0.41	0.37	0.2	0.4
AGAP000618		succinate dehydrogenase (ubiquinone) membrane anchor subunit [Source:VB Community Annotation]	-0.12	0.13	0.55	0.26	0.5	-0.23	0.19	0.36	0.42	0.76	1.6	0.83	1.66	0.76	1.61	-0.08	0.63	0.06	0.6	0.57	0.66	2.78	0.05	-0.43	-0.73	-0.78	-0.58	-0.91
AGAP009200		collagen type IV alpha [Source:VB Community Annotation]	-0.13	0.25	-0.03	-1.06	-0.77	0.34	1.73	1.1	1.43	-1.28	0.26	-1.13	0.39	-1.68	-0.14	-0.23	-0.35	-0.32	0.32	0.19	0.78	0.96	0.68	-0.18	-0.24	-0.05	-0.4	-0.48
AGAP012464		natural resistance-associated macrophage protein [Source:VB Community Annotation]	0.19	0.48	-0.03	0.3	-0.16	-0.09	-0.16	-0.02	0.02	0.6	1.0	0.46	0.84	0.25	0.65	0.11	0.26	0.13	1.12	0.72	1.41	-0.69	0.33	0.59	0.42	0.55	0.55	0.52
AGAP004906		Mitochondrial pyruvate carrier [Source:UniProtKB/TrEMBL;Acc:Q7Q814]	0.12	0.09	0.45	0.32	0.31	-0.27	-0.15	0.23	0.3	0.57	1.07	0.6	1.08	0.7	1.19	0.23	0.43	0.26	0.12	0.08	0.33	0.85	0.11	-1.49	-1.5	-2.06	-1.58	-1.6
AGAP007553			-0.14	-0.14	-0.2	0.07	0.13	0.01	-0.04	0.27	-0.03	-0.26	0.98	-0.2	1.02	-0.42	0.82	0.41	0.86	-0.33	-0.07	0.45	-0.02	1.21	0.35	-0.02	-0.16	-0.28	-0.31	-0.23
AGAP006166			0.31	0.12	-0.48	-0.28	-0.06	-0.14	-0.17	-0.14	0.32	-0.32	0.16	0.11	0.57	0.29	0.77	0.26	-0.06	-1.49	-3.12	-3.0	-3.21	-0.13	-0.94	-1.04	-0.9	0.09	0.24	-0.32
AGAP028626			0.19	0.02	0.44	1.03	0.63	0.0	0.08	0.02	0.06	0.56	0.21	0.45	0.09	0.71	0.36	0.7	0.23	0.08	0.25	0.74	0.51	0.56	-0.2	-0.31	-0.03	-0.35	-0.2	-0.41
AGAP001184		ganglioside GM2 activator [Source:VB Community Annotation]	-1.35	-0.91	-0.59	1.11	-0.62	1.12	1.05	3.0	3.47	-0.54	0.71	1.53	2.77	1.77	3.02	-1.86	-1.9	-3.19	-0.41	-0.27	-1.22	0.59	0.4	-1.14	-0.47	-0.69	0.04	-0.36
AGAP009519	Or2	odorant receptor 2 [Source:VB Community Annotation]	1.6	-1.1	-0.26	-1.48	-1.73	2.76	-0.5	1.22	1.82	1.06	-0.71	1.49	-0.25	0.59	-1.16	0.19	2.3	-1.44	0.3	-0.16	-0.1	-1.57	2.46	-0.05	0.68	1.07	1.69	0.54
AGAP001798			-0.24	0.02	-0.39	-0.42	0.19	0.5	0.7	0.84	1.04	-0.94	0.41	-0.97	0.36	-0.91	0.44	0.19	0.05	-0.03	0.2	-0.05	-0.39	1.1	1.3	-0.29	-0.06	-0.5	-0.31	-0.54
AGAP009005		solute carrier family 30 (zinc transporter), member 2 [Source:VB Community Annotation]	-0.16	-1.47	-0.72	-0.06	-0.44	0.54	0.29	0.3	0.44	0.39	-0.68	0.36	-0.73	0.67	-0.4	-0.53	-0.09	0.22	-0.05	-0.32	-0.29	0.42	-0.54	0.5	0.37	0.53	0.68	0.68
AGAP028011			0.14	-0.02	-0.12	-0.33	-0.5	0.01	-0.15	0.08	0.08	-0.42	-0.86	-0.42	-0.87	-0.24	-0.67	-0.24	-0.28	-0.08	0.25	-0.05	0.06	-0.56	-0.21	0.76	0.68	0.66	0.72	0.6
AGAP029197			0.71	-1.02	0.05	0.17	-0.02	0.34	0.08	2.25	2.74	-0.39	0.92	0.59	1.89	0.59	1.91	-2.03	0.18	-5.12	-0.35	-1.43	-0.41	-0.05	0.39	-0.82	-1.1	-0.35	0.04	-0.84
AGAP000285			0.12	-0.05	0.05	0.27	0.21	-0.08	-0.2	0.11	0.04	0.16	-0.13	0.24	-0.06	0.42	0.13	0.12	-0.27	0.33	-0.01	-0.18	-0.2	0.13	-0.01	0.28	0.34	0.4	0.37	0.4
AGAP000657		amiloride-sensitive sodium channel [Source:VB Community Annotation]	0.73	0.94	-0.31	-0.65	-0.96	1.01	0.62	0.58	0.97	-0.27	0.79	-0.18	0.87	-0.26	0.81	-0.61	0.42	-1.58	-1.07	-0.73	-1.57	-0.03	-0.97	0.97	0.65	1.71	1.92	1.4
AGAP003726			-0.17	-0.04	0.08	0.52	0.63	0.3	0.72	0.33	0.13	-0.63	0.36	-0.48	0.5	-0.68	0.32	-0.25	0.23	0.28	-0.08	0.31	0.56	0.09	0.66	0.06	-0.05	-0.13	-0.13	-0.04
AGAP006882			0.9	-0.1	1.58	0.37	0.72	0.05	-0.05	1.4	0.54	-0.95	1.4	-0.74	1.6	-0.27	2.06	0.3	0.48	-0.43	-0.74	-0.04	0.27	-0.72	0.41	-1.54	-1.6	-0.42	-0.78	-0.88
AGAP006394		ADP-dependent glucokinase [Source:VB Community Annotation]	-0.27	-0.08	0.06	-0.09	-0.18	-0.15	0.29	-0.25	0.01	0.33	-0.5	0.21	-0.64	0.11	-0.72	-0.17	-0.41	0.94	-0.56	-0.64	-0.54	-0.91	0.37	-0.03	0.13	0.23	0.31	0.32
AGAP028633			-0.19	-0.04	-0.21	0.14	-0.11	-0.06	0.04	0.31	0.12	0.21	0.5	0.17	0.44	0.31	0.59	0.25	-0.12	-0.13	0.22	0.07	0.13	0.18	-0.11	0.12	0.13	-0.33	-0.25	-0.22
AGAP003906			-0.17	-0.13	0.08	0.16	0.12	-0.22	-0.4	-0.22	-0.27	-0.26	-1.0	-0.06	-0.82	0.05	-0.69	-0.27	0.27	2.12	1.01	0.29	0.17	-0.08	0.35	-0.26	0.0	0.0	-0.23	-0.06
AGAP007628		Transmembrane channel-like 3 [Source:VB Community Annotation]	0.43	0.02	-0.64	-1.25	-0.93	-0.42	-0.7	-0.69	-0.93	0.11	0.39	0.16	0.44	0.38	0.67	-0.55	-0.42	-1.79	-0.57	-0.45	-0.77	-0.03	0.96	-0.29	-0.03	0.24	0.42	0.1
AGAP002094		ancient conserved domain-containing protein 2 [Source:VB Community Annotation]	0.12	-0.17	-0.1	-0.25	-0.23	-0.18	-0.36	-0.56	-0.65	-0.46	-0.69	-0.46	-0.71	-0.6	-0.82	-0.03	-0.07	0.05	0.31	0.25	0.21	-0.23	0.15	-0.42	-0.47	0.11	-0.19	0.2
AGAP010176			0.57	0.13	-0.34	6.21	6.09	-0.39	-0.6	-0.65	-0.15	0.28	0.57	-0.03	0.24	0.36	0.65	1.51	-0.36	4.07	0.05	0.12	0.4	0.35	-1.41	0.28	0.07	0.03	0.18	0.04
AGAP011674			-0.26	0.47	0.75	0.37	0.24	0.15	0.06	0.06	0.11	0.02	-1.04	0.01	-1.07	0.1	-0.95	0.03	-0.31	-0.12	-0.27	-0.09	-0.33	-0.58	-1.01	0.55	0.85	0.21	0.6	0.38
AGAP010246		Valacyclovir hydrolase [Source:VB Community Annotation]	0.16	0.03	0.24	0.31	0.03	-0.14	0.26	0.53	0.79	0.17	1.08	-0.09	0.81	0.09	1.01	-0.1	0.29	0.07	0.81	0.36	1.06	-0.22	-0.09	-0.11	-0.37	-0.11	-0.12	-0.16
AGAP009815			0.14	0.01	-0.32	0.08	-0.01	-0.16	-0.51	-0.4	-0.58	0.52	0.0	0.55	0.02	0.54	0.02	0.29	0.0	-0.14	-0.92	-0.22	-0.62	0.04	-0.36	0.22	0.09	0.35	0.3	0.42
AGAP004812		calcium-independent phospholipase A2 [Source:VB Community Annotation]	-0.12	-0.14	0.09	-0.22	-0.19	0.02	0.29	0.64	0.29	-0.04	-0.16	-0.02	-0.15	0.09	-0.02	-0.54	-0.17	0.32	0.19	0.34	0.06	-0.05	0.58	-0.63	-0.28	-0.64	-0.52	-0.72
AGAP006462		ADP-ribosylation factor GTPase-activating protein 1 [Source:VB Community Annotation]	0.1	-0.01	-0.1	-0.34	-0.09	0.1	-0.17	-0.2	-0.11	-0.14	-0.31	-0.15	-0.34	-0.18	-0.35	-0.01	0.09	-0.24	-0.19	-0.11	-0.28	0.23	-0.03	0.01	-0.08	-0.01	-0.09	0.07
AGAP004797			-0.2	0.14	0.01	-0.12	0.02	0.03	-0.14	-0.09	-0.02	0.09	0.07	0.13	0.1	0.14	0.13	-0.05	-0.06	0.29	-0.2	-0.17	0.13	-0.01	-0.21	0.24	0.07	0.24	0.21	0.1
AGAP012333		E3 ubiquitin-protein ligase RNF25 [Source:VB Community Annotation]	0.13	0.2	0.24	0.27	0.11	-0.07	0.06	-0.16	-0.52	-0.55	-0.13	-0.67	-0.25	-0.54	-0.11	0.08	-0.21	-0.11	-0.14	-0.33	-0.33	-0.42	-0.15	-0.42	-0.15	-0.43	-0.45	-0.34
AGAP003473			-0.76	-0.89	0.67	-2.15	-3.25	2.44	4.25	5.45	4.97	2.89	-0.49	2.84	-0.55	2.43	-0.95	-1.28	-0.93	1.06	-0.85	-1.07	-1.09	1.93	-1.83	1.51	2.42	0.68	1.67	1.28
AGAP007629	LANB2	laminin gamma 1 [Source:VB Community Annotation]	-0.11	0.13	-0.1	-0.2	-0.59	-0.28	0.2	0.5	0.56	-0.43	0.27	-0.39	0.3	-0.5	0.21	-0.02	-0.12	0.22	0.17	-0.04	0.41	0.51	0.13	-0.48	-0.63	-0.32	-0.63	-0.63
AGAP001543	TWDL11	cuticular protein TWDL family (TWDL11) [Source:VB Community Annotation]	-1.91	-1.06	-1.36	-3.03	0.24	0.52	-0.82	-0.29	-0.02	1.51	-1.36	0.23	-2.64	1.79	-1.07	-2.71	1.49	-1.17	0.54	-1.8	2.04	-2.39	-0.47	-1.11	-1.0	0.25	0.6	0.03
AGAP013083			1.84	1.79	-0.42	-2.14	-2.73	2.53	2.42	1.43	5.67	-2.73	-1.58	-2.05	-0.91	-1.89	-0.73	-2.05	-0.39	-0.53		4.15	1.66	-0.45	-1.71	-1.38	-0.83	-0.03	0.67	-0.32
AGAP000719	Ahcy13	Adenosylhomocysteinase [Source:UniProtKB/Swiss-Prot;Acc:O76757]	-0.14	0.06	0.5	-0.28	-0.14	-0.22	-0.11	-0.3	-0.13	0.35	-0.88	0.26	-0.98	0.14	-1.09	-0.44	-0.4	0.08	-0.35	-0.2	-0.46	-0.09	-0.13	-0.33	-0.14	-0.54	-0.16	-0.36
AGAP001974		organic solute transporter subunit alpha [Source:VB Community Annotation]	0.26	0.09	-0.6	0.3	0.01	-0.09	-0.46	0.55	0.28	0.55	1.62	0.9	1.97	1.01	2.09	0.23	0.55	-1.08	-0.31	0.05	0.02	-0.06	0.17	-0.87	-0.81	-0.74	-0.89	-0.97
AGAP012113		ubiquitin carboxyl-terminal hydrolase L3 [Source:VB Community Annotation]	0.11	0.36	-0.31	-0.09	-0.97	0.07	-0.01	0.06	0.17	0.71	-0.63	0.63	-0.73	1.85	0.51	-0.35	-0.83	0.02	-0.08	-0.17	-0.29	-0.52	-0.11	0.6	0.57	0.39	0.48	0.53
AGAP004709	mRpL18	39S ribosomal protein L18, mitochondrial [Source:VB Community Annotation]	0.12	0.27	0.36	-0.2	0.06	-0.16	-0.41	0.03	0.01	0.11	0.99	0.07	0.94	-0.08	0.81	0.03	0.1	-0.09	0.06	-0.25	0.47	0.82	-0.25	1.06	0.63	0.57	0.71	0.62
AGAP002599		polyubiquitin [Source:VB Community Annotation]	-0.1	-0.22	-0.39	0.02	-0.2	-0.35	-0.29	-0.02	-0.03	1.49	-0.06	1.18	-0.39	1.17	-0.38	-0.13	0.42	-0.11	-0.61	-0.4	-0.58	0.38	-0.18	-1.07	-1.14	-0.58	-0.93	-0.77
AGAP004221			-2.92	-0.02	-0.78	1.2	1.53	-1.77	-2.45	-0.68	0.33	1.55	0.41	1.26	0.11		-0.57	0.56	-1.63	-0.26	-0.68	-0.68	4.04	-0.56	-0.45	0.76	0.85	1.72	1.92	1.49
AGAP001237	Med29	Mediator of RNA polymerase II transcription subunit 29 [Source:UniProtKB/Swiss-Prot;Acc:Q7PUD7]	0.15	-0.13	-0.18	-0.11	-0.4	0.25	-0.06	-0.07	0.2	0.24	-0.2	0.15	-0.3	0.3	-0.13	-0.04	-0.27	0.24	-0.67	-0.61	-0.8	-0.68	-0.29	0.54	0.45	0.39	0.37	0.43
AGAP008019	CYP12F3	cytochrome P450 [Source:VB Community Annotation]	0.5	0.17	-0.97	0.55	0.09	-0.24	-0.41	0.16	0.02	-3.7	0.33	-3.03	0.98	-3.11	0.94	2.0	0.2	0.07	-0.6	-1.18	-0.31	0.95	0.77	-1.0	-0.93	-0.22	-0.19	-0.93
AGAP011896	RpL31	60S ribosomal protein L31 [Source:VB Community Annotation]	-0.09	0.02	0.1	-0.05	0.06	-0.02	-0.31	-0.03	-0.11	0.27	0.05	0.32	0.08	0.3	0.09	-0.02	0.13	-0.05	-0.08	-0.04	-0.08	0.5	-0.2	0.57	0.34	0.29	0.23	0.11
AGAP008872	Ift57	intraflagellar transport 57 [Source:VB Community Annotation]	-1.29	-1.01	-0.67	0.59	0.67	-0.4	-0.69	0.37	0.22	-0.38	-0.06	-0.7	-0.4	0.13	0.45	1.09	0.81	-0.12	-0.81	-0.52	-2.1	-0.89	1.77	-0.67	-0.92	-0.49	-0.07	-0.69
AGAP005234	CuSOD2	copper-zinc superoxide dismutase 2 [Source:VB Community Annotation]	0.14	0.31	0.06	0.42	0.12	-0.07	0.06	0.85	1.03	0.21	0.4	0.48	0.65	0.53	0.73	0.3	-0.03	-0.51	0.31	0.5	0.28	-0.42	-0.08	-0.68	-0.63	-0.42	-0.66	-0.59
AGAP002023			-0.16	0.24	0.74	-0.18	0.38	-0.17	0.01	-0.46	-0.31	0.07	-0.88	-0.06	-1.02	-0.44	-1.38	-0.32	-0.09	-0.22	0.76	0.68	0.39	-0.61	0.16	0.23	0.39	0.44	0.24	0.42
AGAP001900		de-etiolated-1 [Source:VB Community Annotation]	-0.2	-0.33	0.06	0.19	0.13	0.46	0.25	0.31	0.34	0.35	-0.45	0.29	-0.52	0.32	-0.48	0.3	-0.37	0.62	-0.09	0.17	-0.24	-0.34	-0.21	0.6	0.46	0.6	0.57	0.66
AGAP000352	TWDL1	cuticular protein TWDL family (TWDL1) [Source:VB Community Annotation]	0.4	0.21	-0.63	-0.35	2.39	-0.28	0.61	-0.57	-0.7	-1.3	2.12	-2.29	1.1	-1.87	1.55	0.44	0.58	0.29	0.09	-0.58	-0.47	0.72	1.26	0.17	0.32	0.12	0.61	0.51
AGAP012195			0.13	0.15	0.22	-0.01	-0.31	-0.4	-0.26	-0.42	-0.26	0.57	0.34	0.39	0.15	0.56	0.34	0.12	0.13	-0.4	-0.5	-0.37	-0.21	0.14	-0.51	-0.18	-0.27	-0.58	-0.06	-0.41
